customer_id,recency_days,frequency,monetary,returns,recency_score,frequency_score,monetary_score,rfm_score,rfm_segment
C105816,8,24,591350.6900000001,0.0,1,5,5,11,Loyal
C105817,394,3,20218.63,0.0,4,3,2,9,Needs Attention
C105818,442,1,9244.61,0.0,4,1,2,7,Needs Attention
C105819,428,1,738.07,0.0,4,1,1,6,At Risk
C105820,599,1,8052.39,0.0,5,1,1,7,Needs Attention
C105821,65,3,169201.54,0.0,2,3,5,10,Loyal
C105822,132,4,99266.05,0.0,3,4,4,11,Loyal
C105823,404,3,94971.66,57881.36,4,3,4,11,Loyal
C105824,98,2,11656.17,0.0,3,2,2,7,Needs Attention
C105825,23,3,29180.940000000002,0.0,1,3,3,7,Needs Attention
C105826,3,4,36924.31,0.0,1,4,3,8,Needs Attention
C105828,821,1,46116.97,0.0,5,1,3,9,Needs Attention
C105829,43,42,890188.6,67235.9,2,5,5,12,Loyal
C105830,92,1,2201.88,0.0,3,1,1,5,At Risk
C105833,10,4,27363.289999999997,0.0,1,4,2,7,Needs Attention
C105834,152,3,103282.11,0.0,3,3,4,10,Loyal
C105835,10,2,11683.119999999999,0.0,1,2,2,5,At Risk
C105836,509,1,5585.29,0.0,4,1,1,6,At Risk
C105837,138,4,19224.7,0.0,3,4,2,9,Needs Attention
C105838,910,1,5970.48,5158.92,5,1,1,7,Needs Attention
C105841,209,2,3890.11,0.0,3,2,1,6,At Risk
C105842,237,3,87723.11,0.0,3,3,4,10,Loyal
C105843,206,3,16703.99,0.0,3,3,2,8,Needs Attention
C105844,822,1,12454.55,0.0,5,1,2,8,Needs Attention
C105846,8,117,2154678.78,181282.91999999998,1,5,5,11,Loyal
C105848,96,5,114157.32,5280.64,3,4,4,11,Loyal
C105849,41,4,136191.24,0.0,2,4,4,10,Loyal
C105851,19,3,69543.44,0.0,1,3,4,8,Needs Attention
C105853,563,1,23111.53,0.0,5,1,2,8,Needs Attention
C105854,63,6,27424.52,0.0,2,4,2,8,Needs Attention
C105855,15,3,16788.86,0.0,1,3,2,6,At Risk
C105857,286,5,47978.7,0.0,4,4,3,11,Loyal
C105858,189,1,51444.98,0.0,3,1,3,7,Needs Attention
C105859,132,6,156708.08,69676.33,3,4,5,12,Loyal
C105860,187,4,119016.68,0.0,3,4,4,11,Loyal
C105863,49,5,430333.44000000006,36387.07,2,4,5,11,Loyal
C105864,778,2,15170.12,0.0,5,2,2,9,Needs Attention
C105865,137,1,1599.39,0.0,3,1,1,5,At Risk
C105867,49,12,207791.28,0.0,2,5,5,12,Loyal
C105870,389,10,99395.79,27590.94,4,5,4,13,Champions
C105871,46,5,114321.94,37661.33,2,4,4,10,Loyal
C105872,787,1,4160.4,0.0,5,1,1,7,Needs Attention
C105874,174,1,5777.88,0.0,3,1,1,5,At Risk
C105876,90,4,98862.13,4871.95,2,4,4,10,Loyal
C105877,282,2,9629.8,0.0,4,2,2,8,Needs Attention
C105879,195,11,101372.46,7150.59,3,5,4,12,Loyal
C105880,49,3,54065.64,0.0,2,3,3,8,Needs Attention
C105881,70,3,56201.229999999996,0.0,2,3,3,8,Needs Attention
C105882,581,3,34181.89,0.0,5,3,3,11,Loyal
C105883,388,2,199491.62,0.0,4,2,5,11,Loyal
C105884,35,2,166047.05,0.0,1,2,5,8,Needs Attention
C105885,65,7,41977.15,9805.79,2,5,3,10,Loyal
C105886,118,6,62935.719999999994,0.0,3,4,3,10,Loyal
C105887,505,4,89008.91,0.0,4,4,4,12,Loyal
C105888,64,7,80832.12,0.0,2,5,4,11,Loyal
C105889,49,1,30986.12,0.0,2,1,3,6,At Risk
C105890,46,15,391933.11,0.0,2,5,5,12,Loyal
C105891,64,4,57866.57,0.0,2,4,3,9,Needs Attention
C105892,541,2,51147.630000000005,0.0,5,2,3,10,Loyal
C105893,37,4,93308.44,0.0,2,4,4,10,Loyal
C105894,192,3,57072.99,0.0,3,3,3,9,Needs Attention
C105896,350,4,30363.41,0.0,4,4,3,11,Loyal
C105897,652,1,12197.75,12157.85,5,1,2,8,Needs Attention
C105898,229,5,89822.94,0.0,3,4,4,11,Loyal
C105899,10,6,68857.36,0.0,1,4,4,9,Needs Attention
C105900,93,2,7125.3099999999995,0.0,3,2,1,6,At Risk
C105901,133,3,23854.18,0.0,3,3,2,8,Needs Attention
C105902,390,2,9322.01,0.0,4,2,2,8,Needs Attention
C105903,201,3,12048.57,5752.1,3,3,2,8,Needs Attention
C105905,83,2,15165.65,580.74,2,2,2,6,At Risk
C105907,291,10,436877.5,0.0,4,5,5,14,Champions
C105910,968,2,21839.59,0.0,5,2,2,9,Needs Attention
C105912,43,5,113565.34,0.0,2,4,4,10,Loyal
C105913,49,30,600973.73,8062.9400000000005,2,5,5,12,Loyal
C105914,131,6,47655.11,0.0,3,4,3,10,Loyal
C105916,63,5,37866.28,0.0,2,4,3,9,Needs Attention
C105918,296,2,7258.74,4400.82,4,2,1,7,Needs Attention
C105919,1074,1,9953.21,7976.99,5,1,2,8,Needs Attention
C105920,41,19,368196.95,8211.86,2,5,5,12,Loyal
C105921,457,1,7407.15,0.0,4,1,1,6,At Risk
C105922,151,5,188732.73,0.0,3,4,5,12,Loyal
C105923,321,1,5585.29,0.0,4,1,1,6,At Risk
C105924,7,8,175076.05,557.06,1,5,5,11,Loyal
C105925,423,2,20020.09,0.0,4,2,2,8,Needs Attention
C105926,373,2,8544.02,0.0,4,2,2,8,Needs Attention
C105927,232,1,5906.28,0.0,3,1,1,5,At Risk
C105928,57,4,115134.01,0.0,2,4,4,10,Loyal
C105929,72,1,11298.97,0.0,2,1,2,5,At Risk
C105930,30,2,70768.37,0.0,1,2,4,7,Needs Attention
C105931,236,8,135016.35,0.0,3,5,4,12,Loyal
C105933,7,3,17602.579999999998,0.0,1,3,2,6,At Risk
C105935,33,16,488006.82,47822.8,1,5,5,11,Loyal
C105936,65,5,123709.08,0.0,2,4,4,10,Loyal
C105937,6,9,118353.37000000001,46222.83,1,5,4,10,Loyal
C105941,786,1,1721.76,0.0,5,1,1,7,Needs Attention
C105942,30,11,152085.52000000002,4044.4,1,5,4,10,Loyal
C105943,299,3,10796.060000000001,0.0,4,3,2,9,Needs Attention
C105944,501,2,14269.24,0.0,4,2,2,8,Needs Attention
C105945,267,2,5150.98,0.0,4,2,1,7,Needs Attention
C105946,53,1,813.25,0.0,2,1,1,4,At Risk
C105947,45,1,53955.26,0.0,2,1,3,6,At Risk
C105948,768,1,11355.24,0.0,5,1,2,8,Needs Attention
C105949,52,2,160732.79,0.0,2,2,5,9,Needs Attention
C105950,380,2,31316.64,0.0,4,2,3,9,Needs Attention
C105951,541,1,6246.49,0.0,5,1,1,7,Needs Attention
C105952,79,5,293695.7,252401.97999999998,2,4,5,11,Loyal
C105953,189,6,78882.9,24001.72,3,4,4,11,Loyal
C105954,576,1,1099.11,0.0,5,1,1,7,Needs Attention
C105955,166,1,41167.28,40286.19,3,1,3,7,Needs Attention
C105956,382,3,16242.27,0.0,4,3,2,9,Needs Attention
C105957,6,6,28980.04,18086.97,1,4,3,8,Needs Attention
C105958,49,2,22870.37,0.0,2,2,2,6,At Risk
C105959,234,2,10849.98,0.0,3,2,2,7,Needs Attention
C105962,740,1,32633.91,0.0,5,1,3,9,Needs Attention
C105963,235,3,138192.91,0.0,3,3,4,10,Loyal
C105965,50,5,38086.19,529.79,2,4,3,9,Needs Attention
C105966,52,2,10592.79,0.0,2,2,2,6,At Risk
C105967,81,6,135178.37,0.0,2,4,4,10,Loyal
C105969,230,2,225734.08,0.0,3,2,5,10,Loyal
C105970,95,10,197099.91999999998,0.0,3,5,5,13,Champions
C105971,12,51,949197.9,4871.48,1,5,5,11,Loyal
C105972,788,2,41530.32,0.0,5,2,3,10,Loyal
C105975,968,2,34153.71,0.0,5,2,3,10,Loyal
C105976,313,1,10656.98,9459.58,4,1,2,7,Needs Attention
C105977,417,1,1540.02,0.0,4,1,1,6,At Risk
C105978,59,7,147325.91999999998,0.0,2,5,4,11,Loyal
C105981,283,1,2728.78,0.0,4,1,1,6,At Risk
C105982,508,1,558.9,0.0,4,1,1,6,At Risk
C105983,387,5,130790.49,0.0,4,4,4,12,Loyal
C105984,62,19,426341.06,2077.82,2,5,5,12,Loyal
C105985,620,1,4360.84,0.0,5,1,1,7,Needs Attention
C105986,10,32,375233.07,32540.52,1,5,5,11,Loyal
C105987,42,3,56362.31,47366.82,2,3,3,8,Needs Attention
C105990,923,1,110319.84,0.0,5,1,4,10,Loyal
C105991,150,1,26677.86,0.0,3,1,2,6,At Risk
C105992,33,8,139566.1,44981.46,1,5,4,10,Loyal
C105994,383,1,2128.73,0.0,4,1,1,6,At Risk
C105995,600,1,1522.49,0.0,5,1,1,7,Needs Attention
C105996,58,3,92555.31,0.0,2,3,4,9,Needs Attention
C105997,384,1,6098.88,5815.62,4,1,1,6,At Risk
C105998,71,4,14077.76,0.0,2,4,2,8,Needs Attention
C105999,99,11,99350.33,253.83,3,5,4,12,Loyal
C106000,274,3,29016.27,19674.61,4,3,3,10,Loyal
C106001,16,16,273441.26,32394.38,1,5,5,11,Loyal
C106002,356,3,17951.66,0.0,4,3,2,9,Needs Attention
C106003,37,5,105677.83,29349.99,2,4,4,10,Loyal
C106004,77,2,12647.56,0.0,2,2,2,6,At Risk
C106005,1,262,5926845.0,275045.79,1,5,5,11,Loyal
C106006,16,5,131632.93,0.0,1,4,4,9,Needs Attention
C106007,423,1,1670.46,0.0,4,1,1,6,At Risk
C106009,213,1,5456.89,4699.66,3,1,1,5,At Risk
C106011,450,2,43957.02,0.0,4,2,3,9,Needs Attention
C106012,122,13,245829.15,616.38,3,5,5,13,Champions
C106013,604,1,611.08,0.0,5,1,1,7,Needs Attention
C106014,145,4,23468.34,12299.39,3,4,2,9,Needs Attention
C106015,66,2,19480.47,0.0,2,2,2,6,At Risk
C106016,573,2,40161.020000000004,0.0,5,2,3,10,Loyal
C106018,305,5,92589.26,0.0,4,4,4,12,Loyal
C106019,23,86,1612509.76,38301.45,1,5,5,11,Loyal
C106020,132,6,78318.66,5310.41,3,4,4,11,Loyal
C106021,386,3,40653.83,5354.97,4,3,3,10,Loyal
C106022,382,1,32314.1,0.0,4,1,3,8,Needs Attention
C106023,776,3,76156.53,6930.639999999999,5,3,4,12,Loyal
C106024,48,8,159127.33,0.0,2,5,5,12,Loyal
C106025,586,3,69162.57,20398.82,5,3,4,12,Loyal
C106026,383,1,685.77,637.87,4,1,1,6,At Risk
C106028,47,4,67044.47,0.0,2,4,3,9,Needs Attention
C106029,1001,1,11611.12,10956.39,5,1,2,8,Needs Attention
C106030,437,1,5617.39,0.0,4,1,1,6,At Risk
C106031,107,2,145186.97,0.0,3,2,4,9,Needs Attention
C106034,262,2,69380.23999999999,58518.45,4,2,4,10,Loyal
C106035,222,4,155446.47999999998,9215.74,3,4,4,11,Loyal
C106037,240,8,193528.22,48749.96,3,5,5,13,Champions
C106038,20,4,38931.81,4393.59,1,4,3,8,Needs Attention
C106040,211,1,8246.38,0.0,3,1,1,5,At Risk
C106041,764,1,54814.62,0.0,5,1,3,9,Needs Attention
C106042,4,53,1829861.3900000001,84898.96,1,5,5,11,Loyal
C106043,260,4,101257.18,3822.32,4,4,4,12,Loyal
C106044,933,1,8119.84,0.0,5,1,1,7,Needs Attention
C106046,126,1,5777.88,0.0,3,1,1,5,At Risk
C106047,8,10,56638.740000000005,0.0,1,5,3,9,Needs Attention
C106051,576,1,5135.9,0.0,5,1,1,7,Needs Attention
C106052,249,11,219067.79,0.0,3,5,5,13,Champions
C106053,29,11,303101.73,67995.56,1,5,5,11,Loyal
C106054,24,10,133716.82,0.0,1,5,4,10,Loyal
C106055,114,4,135007.69,110418.71,3,4,4,11,Loyal
C106056,38,7,142057.39,6206.58,2,5,4,11,Loyal
C106059,460,2,65175.65,0.0,4,2,3,9,Needs Attention
C106060,720,2,19259.61,0.0,5,2,2,9,Needs Attention
C106061,47,14,308388.71,0.0,2,5,5,12,Loyal
C106064,747,1,6419.87,5603.4,5,1,1,7,Needs Attention
C106065,698,2,50726.36,2644.94,5,2,3,10,Loyal
C106066,28,1,6098.88,0.0,1,1,1,3,At Risk
C106068,0,3,34084.5,0.0,1,3,3,7,Needs Attention
C106070,4,6,102536.68,0.0,1,4,4,9,Needs Attention
C106071,599,1,10913.78,0.0,5,1,2,8,Needs Attention
C106072,768,1,13762.29,0.0,5,1,2,8,Needs Attention
C106073,796,2,111764.45999999999,14477.3,5,2,4,11,Loyal
C106074,129,3,10489.98,0.0,3,3,2,8,Needs Attention
C106075,513,3,305739.51,0.0,4,3,5,12,Loyal
C106077,22,22,408690.61,53826.42,1,5,5,11,Loyal
C106078,1080,1,94607.85,0.0,5,1,4,10,Loyal
C106079,608,1,3805.2,0.0,5,1,1,7,Needs Attention
C106080,384,3,34207.77,0.0,4,3,3,10,Loyal
C106082,79,2,68159.22,0.0,2,2,4,8,Needs Attention
C106084,688,1,920.54,0.0,5,1,1,7,Needs Attention
C106085,736,2,16450.32,0.0,5,2,2,9,Needs Attention
C106086,846,1,6210.87,0.0,5,1,1,7,Needs Attention
C106089,768,1,80690.78,0.0,5,1,4,10,Loyal
C106090,450,2,10835.0,3664.36,4,2,2,8,Needs Attention
C106093,148,11,73807.03,33724.729999999996,3,5,4,12,Loyal
C106094,62,1,4608.94,3968.36,2,1,1,4,At Risk
C106095,43,6,131912.94,0.0,2,4,4,10,Loyal
C106098,37,19,482174.4,9485.48,2,5,5,12,Loyal
C106099,120,1,5777.88,0.0,3,1,1,5,At Risk
C106101,120,1,141299.9,0.0,3,1,4,8,Needs Attention
C106102,205,2,9626.0,0.0,3,2,2,7,Needs Attention
C106103,1023,1,6098.88,0.0,5,1,1,7,Needs Attention
C106104,51,1,16370.67,15604.23,2,1,2,5,At Risk
C106108,61,3,41238.28,0.0,2,3,3,8,Needs Attention
C106109,1,45,1230671.06,4115.4,1,5,5,11,Loyal
C106110,386,1,5777.88,0.0,4,1,1,6,At Risk
C106111,934,1,7441.5,0.0,5,1,1,7,Needs Attention
C106114,277,1,3980.32,0.0,4,1,1,6,At Risk
C106115,39,4,161002.73,525.37,2,4,5,11,Loyal
C106116,44,4,13917.65,0.0,2,4,2,8,Needs Attention
C106117,322,10,308201.95,23048.710000000003,4,5,5,14,Champions
C106118,16,2,107486.59,91986.14,1,2,4,7,Needs Attention
C106120,910,2,38427.24,0.0,5,2,3,10,Loyal
C106121,52,29,811561.96,45597.09,2,5,5,12,Loyal
C106122,436,1,51829.71,0.0,4,1,3,8,Needs Attention
C106123,515,1,17087.51,0.0,4,1,2,7,Needs Attention
C106126,686,1,6419.87,0.0,5,1,1,7,Needs Attention
C106128,702,3,11660.06,1883.31,5,3,2,10,Loyal
C106129,31,18,558736.1900000001,8312.6,1,5,5,11,Loyal
C106130,41,16,246599.94,0.0,2,5,5,12,Loyal
C106131,386,1,5257.9,0.0,4,1,1,6,At Risk
C106132,37,1,5617.39,0.0,2,1,1,4,At Risk
C106133,25,4,177038.68,0.0,1,4,5,10,Loyal
C106134,598,1,21275.81,0.0,5,1,2,8,Needs Attention
C106136,933,1,29574.53,0.0,5,1,3,9,Needs Attention
C106137,33,7,185908.52,0.0,1,5,5,11,Loyal
C106138,14,10,155725.88,4757.93,1,5,4,10,Loyal
C106139,675,1,5007.5,0.0,5,1,1,7,Needs Attention
C106140,46,4,150748.33000000002,0.0,2,4,4,10,Loyal
C106141,746,4,169215.12000000002,0.0,5,4,5,14,Champions
C106142,391,2,55366.32,0.0,4,2,3,9,Needs Attention
C106143,50,3,14931.939999999999,0.0,2,3,2,7,Needs Attention
C106145,375,4,11269.599999999999,0.0,4,4,2,10,Loyal
C106148,107,4,25564.65,0.0,3,4,2,9,Needs Attention
C106149,9,11,218224.87,0.0,1,5,5,11,Loyal
C106151,191,1,11294.26,0.0,3,1,2,6,At Risk
C106153,100,1,44043.17,39404.61,3,1,3,7,Needs Attention
C106154,116,2,13032.009999999998,0.0,3,2,2,7,Needs Attention
C106157,52,2,20463.57,2963.88,2,2,2,6,At Risk
C106158,719,1,7028.17,0.0,5,1,1,7,Needs Attention
C106160,248,2,8159.26,0.0,3,2,1,6,At Risk
C106161,15,7,105969.54000000001,0.0,1,5,4,10,Loyal
C106162,192,2,5681.49,2625.58,3,2,1,6,At Risk
C106163,438,1,25407.79,0.0,4,1,2,7,Needs Attention
C106164,395,2,78785.40000000001,0.0,4,2,4,10,Loyal
C106165,44,4,36338.63,0.0,2,4,3,9,Needs Attention
C106166,60,4,70587.17,335.41,2,4,4,10,Loyal
C106167,85,8,373414.81,4813.77,2,5,5,12,Loyal
C106168,45,34,1020611.98,94004.45000000001,2,5,5,12,Loyal
C106169,573,2,217121.38,0.0,5,2,5,12,Loyal
C106170,388,1,12465.86,0.0,4,1,2,7,Needs Attention
C106171,205,6,98710.48000000001,0.0,3,4,4,11,Loyal
C106173,227,2,9308.810000000001,0.0,3,2,2,7,Needs Attention
C106174,106,3,24009.12,0.0,3,3,2,8,Needs Attention
C106175,407,5,74765.27,0.0,4,4,4,12,Loyal
C106177,272,3,83168.51000000001,8083.41,4,3,4,11,Loyal
C106178,379,5,23446.86,0.0,4,4,2,10,Loyal
C106179,41,1,23149.32,0.0,2,1,2,5,At Risk
C106180,31,4,40921.98,1257.46,1,4,3,8,Needs Attention
C106181,58,7,110555.22,0.0,2,5,4,11,Loyal
C106182,879,1,15662.02,0.0,5,1,2,8,Needs Attention
C106183,41,6,70248.31,0.0,2,4,4,10,Loyal
C106184,121,3,19393.68,0.0,3,3,2,8,Needs Attention
C106185,276,5,123962.63,0.0,4,4,4,12,Loyal
C106186,1,4,56396.5,0.0,1,4,3,8,Needs Attention
C106187,270,4,121191.47,48061.54,4,4,4,12,Loyal
C106188,219,2,92547.12999999999,0.0,3,2,4,9,Needs Attention
C106189,86,2,10332.710000000001,0.0,2,2,2,6,At Risk
C106190,452,1,63394.46,0.0,4,1,3,8,Needs Attention
C106191,184,3,18205.42,0.0,3,3,2,8,Needs Attention
C106192,489,1,103679.84,0.0,4,1,4,9,Needs Attention
C106193,1,16,311245.57,0.0,1,5,5,11,Loyal
C106194,33,6,135060.19,7229.42,1,4,4,9,Needs Attention
C106195,70,6,47814.24,0.0,2,4,3,9,Needs Attention
C106196,694,2,8406.73,3880.5,5,2,2,9,Needs Attention
C106197,32,15,142728.05,0.0,1,5,4,10,Loyal
C106198,2,1044,21899676.76,1507155.08,1,5,5,11,Loyal
C106200,642,3,63820.64,0.0,5,3,3,11,Loyal
C106201,158,10,254715.5,0.0,3,5,5,13,Champions
C106202,15,9,297302.79000000004,0.0,1,5,5,11,Loyal
C106204,4,78,2144388.68,62456.68000000001,1,5,5,11,Loyal
C106205,36,12,151256.81,0.0,1,5,4,10,Loyal
C106207,454,4,99453.33,0.0,4,4,4,12,Loyal
C106208,63,2,39693.450000000004,0.0,2,2,3,7,Needs Attention
C106209,98,2,32245.96,0.0,3,2,3,8,Needs Attention
C106210,27,7,92468.52,0.0,1,5,4,10,Loyal
C106211,76,5,56987.84,5040.46,2,4,3,9,Needs Attention
C106213,199,5,71894.3,0.0,3,4,4,11,Loyal
C106214,134,11,381384.21,175797.52,3,5,5,13,Champions
C106216,13,7,159127.29,68247.96,1,5,5,11,Loyal
C106218,808,2,15445.34,0.0,5,2,2,9,Needs Attention
C106219,274,1,4814.9,0.0,4,1,1,6,At Risk
C106220,401,1,69466.74,0.0,4,1,4,9,Needs Attention
C106221,244,3,111880.86,0.0,3,3,4,10,Loyal
C106222,39,1,26351.27,0.0,2,1,2,5,At Risk
C106223,866,1,6419.87,0.0,5,1,1,7,Needs Attention
C106224,53,4,40308.43,9711.85,2,4,3,9,Needs Attention
C106225,9,13,119990.78,56814.71,1,5,4,10,Loyal
C106227,199,12,108430.19,4781.47,3,5,4,12,Loyal
C106228,42,14,398494.62,0.0,2,5,5,12,Loyal
C106230,357,4,114951.90999999999,0.0,4,4,4,12,Loyal
C106232,32,3,10990.150000000001,0.0,1,3,2,6,At Risk
C106233,22,7,166255.31,0.0,1,5,5,11,Loyal
C106234,221,6,244952.47,0.0,3,4,5,12,Loyal
C106235,34,2,2876.52,0.0,1,2,1,4,At Risk
C106236,139,3,69662.76,1160.45,3,3,4,10,Loyal
C106237,15,1,4160.4,0.0,1,1,1,3,At Risk
C106239,540,2,811.05,0.0,5,2,1,8,Needs Attention
C106240,150,3,17215.32,0.0,3,3,2,8,Needs Attention
C106241,174,4,59896.24,961.88,3,4,3,10,Loyal
C106242,37,1,7236.41,0.0,2,1,1,4,At Risk
C106245,95,2,9008.93,0.0,3,2,2,7,Needs Attention
C106246,7,9,252790.65000000002,0.0,1,5,5,11,Loyal
C106247,55,18,719354.76,73382.81,2,5,5,12,Loyal
C106249,967,1,27969.16,0.0,5,1,2,8,Needs Attention
C106250,753,1,12839.74,0.0,5,1,2,8,Needs Attention
C106251,898,1,97199.85,0.0,5,1,4,10,Loyal
C106252,12,9,388641.82,0.0,1,5,5,11,Loyal
C106254,549,2,7879.129999999999,0.0,5,2,1,8,Needs Attention
C106255,246,1,12145.52,0.0,3,1,2,6,At Risk
C106256,980,2,19718.289999999997,0.0,5,2,2,9,Needs Attention
C106257,8,3,16209.38,0.0,1,3,2,6,At Risk
C106259,35,12,179949.19,31389.84,1,5,5,11,Loyal
C106260,11,20,464932.22,50796.450000000004,1,5,5,11,Loyal
C106262,662,1,19727.82,0.0,5,1,2,8,Needs Attention
C106264,933,1,5456.89,0.0,5,1,1,7,Needs Attention
C106265,6,2,24256.670000000002,0.0,1,2,2,5,At Risk
C106266,786,1,52641.01,0.0,5,1,3,9,Needs Attention
C106267,135,3,27064.3,12758.47,3,3,2,8,Needs Attention
C106268,536,1,2219.41,1678.97,5,1,1,7,Needs Attention
C106269,76,4,62987.689999999995,0.0,2,4,3,9,Needs Attention
C106271,976,1,3613.44,0.0,5,1,1,7,Needs Attention
C106272,45,1,19259.61,0.0,2,1,2,5,At Risk
C106273,437,3,25577.7,0.0,4,3,2,9,Needs Attention
C106274,117,2,47990.979999999996,0.0,3,2,3,8,Needs Attention
C106277,383,2,23792.67,0.0,4,2,2,8,Needs Attention
C106278,413,2,140716.38,53959.78,4,2,4,10,Loyal
C106279,814,1,12839.74,0.0,5,1,2,8,Needs Attention
C106280,103,5,162545.84999999998,0.0,3,4,5,12,Loyal
C106281,22,3,176741.75,89188.85,1,3,5,9,Needs Attention
C106282,112,4,51446.619999999995,4732.54,3,4,3,10,Loyal
C106283,786,1,4316.94,0.0,5,1,1,7,Needs Attention
C106287,410,6,122453.86,0.0,4,4,4,12,Loyal
C106288,42,2,3910.7200000000003,517.81,2,2,1,5,At Risk
C106289,58,2,24048.71,0.0,2,2,2,6,At Risk
C106290,725,1,48867.12,0.0,5,1,3,9,Needs Attention
C106291,417,2,11895.8,5040.91,4,2,2,8,Needs Attention
C106292,571,2,94911.89000000001,0.0,5,2,4,11,Loyal
C106293,14,53,983733.24,155283.76,1,5,5,11,Loyal
C106294,26,3,32546.91,4064.53,1,3,3,7,Needs Attention
C106295,25,3,28392.54,4293.61,1,3,3,7,Needs Attention
C106296,114,14,308554.37,8958.34,3,5,5,13,Champions
C106297,732,1,45870.61,0.0,5,1,3,9,Needs Attention
C106298,44,12,457829.6,0.0,2,5,5,12,Loyal
C106299,276,2,6400.280000000001,0.0,4,2,1,7,Needs Attention
C106301,486,1,18874.42,0.0,4,1,2,7,Needs Attention
C106302,501,2,34350.76,0.0,4,2,3,9,Needs Attention
C106303,418,1,28717.84,24101.16,4,1,3,8,Needs Attention
C106304,284,2,31117.61,0.0,4,2,3,9,Needs Attention
C106306,41,3,22831.25,0.0,2,3,2,7,Needs Attention
C106307,69,3,77686.95999999999,0.0,2,3,4,9,Needs Attention
C106310,442,6,90259.79000000001,0.0,4,4,4,12,Loyal
C106311,8,22,873697.7000000001,277151.38,1,5,5,11,Loyal
C106312,586,1,943.51,0.0,5,1,1,7,Needs Attention
C106313,40,2,9968.099999999999,0.0,2,2,2,6,At Risk
C106315,128,2,7450.6900000000005,0.0,3,2,1,6,At Risk
C106316,11,15,264759.41000000003,0.0,1,5,5,11,Loyal
C106317,438,1,3844.18,0.0,4,1,1,6,At Risk
C106318,225,1,976.8,0.0,3,1,1,5,At Risk
C106320,973,1,4249.87,3977.66,5,1,1,7,Needs Attention
C106321,168,11,349249.05,738.22,3,5,5,13,Champions
C106323,244,5,312060.03,0.0,3,4,5,12,Loyal
C106324,39,3,13968.529999999999,245.01,2,3,2,7,Needs Attention
C106325,118,5,61566.36,0.0,3,4,3,10,Loyal
C106326,59,4,8758.2,0.0,2,4,2,8,Needs Attention
C106327,393,2,30412.64,0.0,4,2,3,9,Needs Attention
C106328,626,2,83122.26999999999,0.0,5,2,4,11,Loyal
C106329,445,2,16256.369999999999,0.0,4,2,2,8,Needs Attention
C106330,217,2,13936.369999999999,0.0,3,2,2,7,Needs Attention
C106331,415,5,121294.68,0.0,4,4,4,12,Loyal
C106334,242,2,8126.860000000001,0.0,3,2,1,6,At Risk
C106337,81,12,144858.06,3105.59,2,5,4,11,Loyal
C106338,60,3,55764.240000000005,0.0,2,3,3,8,Needs Attention
C106339,335,2,11266.150000000001,0.0,4,2,2,8,Needs Attention
C106340,58,21,455239.60000000003,30771.65,2,5,5,12,Loyal
C106341,57,11,469521.34,115633.39,2,5,5,12,Loyal
C106345,125,10,155727.7,4241.73,3,5,4,12,Loyal
C106346,10,15,450686.01,4468.07,1,5,5,11,Loyal
C106347,675,3,19825.440000000002,0.0,5,3,2,10,Loyal
C106348,50,2,5871.280000000001,0.0,2,2,1,5,At Risk
C106350,383,5,69597.64,0.0,4,4,4,12,Loyal
C106351,337,5,139423.9,0.0,4,4,4,12,Loyal
C106352,78,4,283754.68,0.0,2,4,5,11,Loyal
C106353,36,2,139246.25,0.0,1,2,4,7,Needs Attention
C106354,224,2,7277.08,0.0,3,2,1,6,At Risk
C106355,588,1,5777.88,0.0,5,1,1,7,Needs Attention
C106356,179,1,8378.3,0.0,3,1,2,6,At Risk
C106357,16,21,367804.0,35346.520000000004,1,5,5,11,Loyal
C106358,453,4,147710.61,0.0,4,4,4,12,Loyal
C106360,21,19,229268.08000000002,50834.2,1,5,5,11,Loyal
C106361,618,2,89857.62,0.0,5,2,4,11,Loyal
C106362,137,2,142386.77,0.0,3,2,4,9,Needs Attention
C106363,265,2,10251.34,0.0,4,2,2,8,Needs Attention
C106364,16,21,566045.88,52806.659999999996,1,5,5,11,Loyal
C106365,63,4,14705.66,6657.95,2,4,2,8,Needs Attention
C106366,64,6,98445.72,34259.92,2,4,4,10,Loyal
C106367,72,2,17622.170000000002,0.0,2,2,2,6,At Risk
C106368,784,1,175667.76,0.0,5,1,5,11,Loyal
C106369,48,5,128291.54,8899.09,2,4,4,10,Loyal
C106371,18,7,103699.39000000001,13394.130000000001,1,5,4,10,Loyal
C106372,17,5,39937.41,0.0,1,4,3,8,Needs Attention
C106373,201,7,140250.56,16154.85,3,5,4,12,Loyal
C106374,832,1,40678.37,0.0,5,1,3,9,Needs Attention
C106375,414,1,2908.72,0.0,4,1,1,6,At Risk
C106377,576,1,939.13,0.0,5,1,1,7,Needs Attention
C106378,64,5,208388.97000000003,0.0,2,4,5,11,Loyal
C106379,866,1,79678.6,0.0,5,1,4,10,Loyal
C106380,81,1,137851.2,0.0,2,1,4,7,Needs Attention
C106381,34,3,20541.12,0.0,1,3,2,6,At Risk
C106382,21,11,264884.25,2913.47,1,5,5,11,Loyal
C106384,35,4,81437.75,0.0,1,4,4,9,Needs Attention
C106385,701,1,4943.3,0.0,5,1,1,7,Needs Attention
C106386,122,6,197579.35,0.0,3,4,5,12,Loyal
C106387,19,17,215757.37,4167.89,1,5,5,11,Loyal
C106389,479,1,14742.62,0.0,4,1,2,7,Needs Attention
