customer_id,customer_name,gender,age,city,state,region,signup_date,acquisition_channel,loyalty_tier,customer_segment_seed
C106333,Customer 06333,Female,41,Bengaluru,Karnataka,South,2023-04-10,Social,Bronze,Loyal
C106334,Customer 06334,Male,46,Mumbai,Maharashtra,West,2023-03-10,Direct,Gold,Loyal
C106335,Customer 06335,Male,32,Hyderabad,Telangana,South,2023-07-15,Organic Search,Bronze,New
C106336,Customer 06336,Female,20,Mumbai,Maharashtra,West,2024-07-13,Organic Search,Silver,Occasional
C106337,Customer 06337,Male,22,Chennai,Tamil Nadu,South,2023-03-21,Influencer,Silver,Discount Seeker
C106338,Customer 06338,Male,30,Kolkata,West Bengal,East,2025-04-10,Social,Silver,Occasional
C106339,Customer 06339,Male,41,Pune,Maharashtra,West,2024-09-17,Affiliate,Bronze,Discount Seeker
C106340,Customer 06340,Male,30,Hyderabad,Telangana,South,2023-11-04,Influencer,Gold,Occasional
C106341,Customer 06341,Female,30,Bhopal,Madhya Pradesh,Central,2025-10-18,Affiliate,Silver,Loyal
C106342,Customer 06342,Male,37,Mumbai,Maharashtra,West,2024-11-12,Social,Gold,Occasional
C106343,Customer 06343,Prefer not to say,33,Surat,Gujarat,West,2024-11-26,Email,Bronze,New
C106344,Customer 06344,Female,29,Jaipur,Rajasthan,North,2023-06-30,Email,Bronze,Discount Seeker
C106345,Customer 06345,Female,23,Hyderabad,Telangana,South,2025-01-05,Direct,Gold,Loyal
C106346,Customer 06346,Male,42,Mumbai,Maharashtra,West,2024-08-01,Organic Search,Gold,New
C106347,Customer 06347,Male,43,Mumbai,Maharashtra,West,2025-10-16,Email,Bronze,Occasional
C106348,Customer 06348,Female,22,Indore,Madhya Pradesh,Central,2024-05-09,Direct,Bronze,Occasional
C106349,Customer 06349,Female,29,Delhi,Delhi,North,2024-12-02,Paid Search,Bronze,Loyal
C106350,Customer 06350,Male,40,Surat,Gujarat,West,2023-12-20,Email,Gold,Occasional
C106351,Customer 06351,Female,22,Hyderabad,Telangana,South,2023-02-11,Paid Search,Bronze,Occasional
C106352,Customer 06352,Male,37,Hyderabad,Telangana,South,2023-05-13,Organic Search,Bronze,Discount Seeker
C106353,Customer 06353,Male,30,Pune,Maharashtra,West,2025-06-16,Organic Search,Bronze,New
C106354,Customer 06354,Prefer not to say,21,Delhi,Delhi,North,2025-02-02,Social,Bronze,Discount Seeker
C106355,Customer 06355,Female,51,Hyderabad,Telangana,South,2024-01-13,Organic Search,Bronze,Loyal
C106356,Customer 06356,Non-binary,30,Indore,Madhya Pradesh,Central,2024-12-23,Email,Platinum,Loyal
C106357,Customer 06357,Male,38,Delhi,Delhi,North,2023-01-05,Paid Search,Platinum,Occasional
C106358,Customer 06358,Male,22,Indore,Madhya Pradesh,Central,2023-02-08,Organic Search,Bronze,Loyal
C106359,Customer 06359,Female,49,Noida,Uttar Pradesh,North,2024-06-08,Paid Search,Gold,Occasional
C106360,Customer 06360,Male,52,Mumbai,Maharashtra,West,2024-10-08,Affiliate,Gold,Loyal
C106361,Customer 06361,Male,18,Chennai,Tamil Nadu,South,2025-08-27,Paid Search,Gold,Loyal
C106362,Customer 06362,Male,31,Delhi,Delhi,North,2025-02-25,Affiliate,Bronze,Prime
C106363,Customer 06363,Female,46,Pune,Maharashtra,West,2023-09-24,Affiliate,Silver,Discount Seeker
C106364,Customer 06364,Female,28,Noida,Uttar Pradesh,North,2025-04-23,Affiliate,Platinum,Occasional
C106365,Customer 06365,Female,37,Kochi,Kerala,South,2024-05-23,Email,Gold,Occasional
C106366,Customer 06366,Female,18,Indore,Madhya Pradesh,Central,2025-05-04,Affiliate,Silver,Occasional
C106367,Customer 06367,Male,25,Delhi,Delhi,North,2023-06-29,Social,Bronze,Loyal
C106368,Customer 06368,Non-binary,36,Chennai,Tamil Nadu,South,2023-01-28,Social,Bronze,Discount Seeker
C106369,Customer 06369,Male,27,Delhi,Delhi,North,2023-03-01,Organic Search,Silver,Occasional
C106370,Customer 06370,Female,29,Kochi,Kerala,South,2025-10-22,Influencer,Bronze,Prime
C106371,Customer 06371,Female,18,Delhi,Delhi,North,2023-03-25,Direct,Bronze,Occasional
C106372,Customer 06372,Female,40,Mumbai,Maharashtra,West,2025-08-30,Email,Silver,Loyal
C106373,Customer 06373,Female,20,Mumbai,Maharashtra,West,2025-01-22,Email,Gold,Occasional
C106374,Customer 06374,Male,48,Delhi,Delhi,North,2023-06-01,Email,Silver,Discount Seeker
C106375,Customer 06375,Female,26,Delhi,Delhi,North,2025-06-13,Organic Search,Silver,Discount Seeker
C106376,Customer 06376,Female,41,Mumbai,Maharashtra,West,2023-05-30,Paid Search,Bronze,Loyal
C106377,Customer 06377,Male,40,Surat,Gujarat,West,2023-05-29,Paid Search,Silver,Occasional
C106378,Customer 06378,Female,23,Jaipur,Rajasthan,North,2024-08-18,Affiliate,Gold,Occasional
C106379,Customer 06379,Female,27,Delhi,Delhi,North,2023-10-26,Email,Bronze,Loyal
C106380,Customer 06380,Male,28,Jaipur,Rajasthan,North,2023-10-29,Paid Search,Gold,Loyal
C106381,Customer 06381,Female,29,Hyderabad,Telangana,South,2023-07-21,Paid Search,Bronze,Occasional
C106382,Customer 06382,Male,20,Ahmedabad,Gujarat,West,2024-09-20,Direct,Silver,Loyal
C106383,Customer 06383,Male,38,Bengaluru,Karnataka,South,2023-01-28,Affiliate,Gold,Loyal
C106384,Customer 06384,Male,26,Chennai,Tamil Nadu,South,2023-09-11,Affiliate,Gold,Occasional
C106385,Customer 06385,Female,32,Bengaluru,Karnataka,South,2024-07-26,Paid Search,Bronze,Discount Seeker
C106386,Customer 06386,Female,43,Delhi,Delhi,North,2024-05-18,Social,Bronze,Occasional
C106387,Customer 06387,Male,39,Chennai,Tamil Nadu,South,2024-12-25,Email,Platinum,Prime
C106388,Customer 06388,Female,27,Ahmedabad,Gujarat,West,2023-08-12,Organic Search,Bronze,Occasional
C106389,Customer 06389,Female,43,Ahmedabad,Gujarat,West,2024-11-01,Paid Search,Bronze,Loyal
C106390,Customer 06390,Female,40,Bengaluru,Karnataka,South,2025-02-25,Social,Silver,Prime
C106391,Customer 06391,Female,26,Chennai,Tamil Nadu,South,2024-02-06,Email,Silver,Occasional
C106392,Customer 06392,Female,28,Ahmedabad,Gujarat,West,2023-09-23,Social,Silver,Loyal
C106393,Customer 06393,Prefer not to say,43,Mumbai,Maharashtra,West,2024-07-28,Organic Search,Bronze,Occasional
C106394,Customer 06394,Female,41,Mumbai,Maharashtra,West,2024-08-22,Social,Silver,Loyal
C106395,Customer 06395,Male,18,Bengaluru,Karnataka,South,2023-04-08,Social,Silver,Loyal
C106396,Customer 06396,Female,23,Delhi,Delhi,North,2024-08-07,Email,Silver,Occasional
C106397,Customer 06397,Female,40,Bengaluru,Karnataka,South,2023-06-09,Direct,Bronze,Occasional
C106398,Customer 06398,Male,21,Mumbai,Maharashtra,West,2024-08-11,Paid Search,Gold,Discount Seeker
C106399,Customer 06399,Male,41,Pune,Maharashtra,West,2025-08-22,Social,Gold,Loyal
C106400,Customer 06400,Prefer not to say,52,Kolkata,West Bengal,East,2024-07-09,Social,Bronze,New
C106401,Customer 06401,Female,37,Jaipur,Rajasthan,North,2025-02-27,Email,Gold,Occasional
C106402,Customer 06402,Female,24,Pune,Maharashtra,West,2023-11-17,Direct,Silver,New
C106403,Customer 06403,Male,35,Bengaluru,Karnataka,South,2025-08-13,Social,Bronze,Loyal
C106404,Customer 06404,Female,43,Indore,Madhya Pradesh,Central,2025-04-21,Direct,Gold,New
C106405,Customer 06405,Female,34,Kolkata,West Bengal,East,2025-08-06,Organic Search,Bronze,New
C106406,Customer 06406,Female,38,Chennai,Tamil Nadu,South,2025-02-06,Direct,Bronze,Loyal
C106407,Customer 06407,Female,25,Delhi,Delhi,North,2024-11-03,Affiliate,Gold,Loyal
C106408,Customer 06408,Male,26,Pune,Maharashtra,West,2024-06-27,Organic Search,Bronze,Occasional
C106409,Customer 06409,Male,42,Pune,Maharashtra,West,2025-08-18,Email,Gold,Loyal
C106410,Customer 06410,Male,26,Kolkata,West Bengal,East,2025-05-27,Social,Silver,Loyal
C106411,Customer 06411,Female,18,Jaipur,Rajasthan,North,2024-03-07,Influencer,Bronze,New
C106412,Customer 06412,Male,30,Kochi,Kerala,South,2023-03-30,Paid Search,Bronze,Discount Seeker
C106413,Customer 06413,Male,36,Bhopal,Madhya Pradesh,Central,2023-01-04,Email,Bronze,Discount Seeker
C106414,Customer 06414,Male,44,Pune,Maharashtra,West,2023-08-30,Social,Gold,Discount Seeker
C106415,Customer 06415,Male,49,Gurugram,Haryana,North,2023-03-06,Paid Search,Bronze,Discount Seeker
C106416,Customer 06416,Non-binary,34,Kochi,Kerala,South,2023-08-07,Affiliate,Silver,Discount Seeker
C106417,Customer 06417,Female,40,Mumbai,Maharashtra,West,2023-04-24,Affiliate,Gold,Discount Seeker
C106418,Customer 06418,Male,34,Pune,Maharashtra,West,2025-10-12,Social,Gold,Occasional
C106419,Customer 06419,Male,37,Delhi,Delhi,North,2023-04-09,Direct,Gold,Prime
C106420,Customer 06420,Male,31,Bengaluru,Karnataka,South,2024-10-10,Direct,Silver,Occasional
C106421,Customer 06421,Non-binary,37,Bengaluru,Karnataka,South,2023-12-31,Affiliate,Bronze,Discount Seeker
C106422,Customer 06422,Female,26,Hyderabad,Telangana,South,2023-06-30,Organic Search,Bronze,Loyal
C106423,Customer 06423,Male,53,Mumbai,Maharashtra,West,2024-12-26,Direct,Bronze,Loyal
C106424,Customer 06424,Female,18,Delhi,Delhi,North,2025-10-01,Paid Search,Platinum,New
C106425,Customer 06425,Male,39,Mumbai,Maharashtra,West,2025-03-29,Email,Gold,Loyal
C106426,Customer 06426,Female,36,Pune,Maharashtra,West,2025-10-06,Influencer,Bronze,Occasional
C106427,Customer 06427,Female,37,Surat,Gujarat,West,2024-09-02,Paid Search,Bronze,Discount Seeker
C106428,Customer 06428,Male,21,Noida,Uttar Pradesh,North,2024-11-28,Organic Search,Bronze,Prime
C106429,Customer 06429,Male,18,Hyderabad,Telangana,South,2023-06-01,Direct,Bronze,Occasional
C106430,Customer 06430,Male,39,Delhi,Delhi,North,2025-06-01,Organic Search,Bronze,Discount Seeker
C106431,Customer 06431,Female,46,Lucknow,Uttar Pradesh,North,2025-02-13,Organic Search,Gold,Prime
C106432,Customer 06432,Female,35,Mumbai,Maharashtra,West,2023-09-20,Paid Search,Silver,Occasional
C106433,Customer 06433,Female,41,Gurugram,Haryana,North,2024-01-03,Affiliate,Silver,Occasional
C106434,Customer 06434,Female,28,Kolkata,West Bengal,East,2024-09-24,Social,Bronze,Occasional
C106435,Customer 06435,Male,36,Hyderabad,Telangana,South,2023-01-14,Paid Search,Bronze,Prime
C106436,Customer 06436,Male,45,Mumbai,Maharashtra,West,2025-04-26,Direct,Bronze,Discount Seeker
C106437,Customer 06437,Female,30,Mumbai,Maharashtra,West,2023-10-18,Affiliate,Bronze,Discount Seeker
C106438,Customer 06438,Male,45,Chennai,Tamil Nadu,South,2023-03-19,Email,Bronze,Discount Seeker
C106439,Customer 06439,Female,18,Hyderabad,Telangana,South,2023-12-09,Paid Search,Silver,Occasional
C106440,Customer 06440,Female,27,Lucknow,Uttar Pradesh,North,2025-05-15,Direct,Silver,Discount Seeker
C106441,Customer 06441,Female,38,Pune,Maharashtra,West,2023-10-11,Paid Search,Silver,Discount Seeker
C106442,Customer 06442,Female,52,Hyderabad,Telangana,South,2024-07-12,Direct,Gold,New
C106443,Customer 06443,Male,33,Delhi,Delhi,North,2025-04-20,Paid Search,Platinum,Discount Seeker
C106444,Customer 06444,Male,23,Hyderabad,Telangana,South,2023-02-04,Direct,Gold,Prime
C106445,Customer 06445,Male,52,Delhi,Delhi,North,2025-02-25,Direct,Bronze,Loyal
C106446,Customer 06446,Male,32,Kolkata,West Bengal,East,2023-10-26,Paid Search,Bronze,Occasional
C106447,Customer 06447,Male,40,Pune,Maharashtra,West,2024-12-20,Paid Search,Gold,Discount Seeker
C106448,Customer 06448,Male,30,Jaipur,Rajasthan,North,2023-07-14,Organic Search,Gold,Discount Seeker
C106449,Customer 06449,Non-binary,34,Hyderabad,Telangana,South,2023-05-24,Paid Search,Gold,Prime
C106450,Customer 06450,Male,27,Delhi,Delhi,North,2025-03-26,Social,Silver,Occasional
C106451,Customer 06451,Male,56,Lucknow,Uttar Pradesh,North,2025-04-16,Organic Search,Gold,Occasional
C106452,Customer 06452,Female,45,Kolkata,West Bengal,East,2025-10-12,Organic Search,Bronze,Discount Seeker
C106453,Customer 06453,Female,51,Kolkata,West Bengal,East,2024-12-01,Social,Bronze,Occasional
C106454,Customer 06454,Male,25,Chennai,Tamil Nadu,South,2024-04-27,Organic Search,Bronze,Discount Seeker
C106455,Customer 06455,Male,18,Surat,Gujarat,West,2023-07-21,Affiliate,Bronze,Discount Seeker
C106456,Customer 06456,Male,30,Delhi,Delhi,North,2023-11-02,Paid Search,Gold,Occasional
C106457,Customer 06457,Male,58,Bengaluru,Karnataka,South,2024-11-01,Organic Search,Bronze,Loyal
C106458,Customer 06458,Male,30,Jaipur,Rajasthan,North,2023-12-25,Organic Search,Silver,Occasional
C106459,Customer 06459,Male,44,Mumbai,Maharashtra,West,2024-05-15,Paid Search,Gold,Loyal
C106460,Customer 06460,Male,23,Jaipur,Rajasthan,North,2023-06-23,Organic Search,Gold,Occasional
C106461,Customer 06461,Female,25,Bengaluru,Karnataka,South,2024-03-30,Organic Search,Platinum,Loyal
C106462,Customer 06462,Male,32,Mumbai,Maharashtra,West,2023-09-04,Organic Search,Silver,Loyal
C106463,Customer 06463,Female,54,Mumbai,Maharashtra,West,2023-04-27,Social,Silver,Occasional
C106464,Customer 06464,Female,44,Lucknow,Uttar Pradesh,North,2023-05-17,Social,Gold,Occasional
C106465,Customer 06465,Male,18,Jaipur,Rajasthan,North,2024-06-20,Email,Bronze,New
C106466,Customer 06466,Female,40,Delhi,Delhi,North,2024-01-15,Direct,Silver,Occasional
C106467,Customer 06467,Male,22,Mumbai,Maharashtra,West,2023-04-14,Email,Gold,Occasional
C106468,Customer 06468,Female,26,Delhi,Delhi,North,2024-06-16,Organic Search,Bronze,Discount Seeker
C106469,Customer 06469,Male,38,Delhi,Delhi,North,2023-06-20,Social,Bronze,Loyal
C106470,Customer 06470,Female,47,Ahmedabad,Gujarat,West,2023-01-16,Affiliate,Bronze,Prime
C106471,Customer 06471,Male,46,Delhi,Delhi,North,2023-05-18,Social,Bronze,Loyal
C106472,Customer 06472,Male,36,Delhi,Delhi,North,2024-04-09,Organic Search,Silver,Occasional
C106473,Customer 06473,Male,36,Mumbai,Maharashtra,West,2025-09-14,Affiliate,Gold,Occasional
C106474,Customer 06474,Male,46,Pune,Maharashtra,West,2023-09-08,Organic Search,Bronze,Discount Seeker
C106475,Customer 06475,Male,18,Kolkata,West Bengal,East,2023-10-22,Paid Search,Bronze,Occasional
C106476,Customer 06476,Male,51,Pune,Maharashtra,West,2023-09-09,Affiliate,Silver,Prime
C106477,Customer 06477,Male,26,Chennai,Tamil Nadu,South,2024-01-03,Influencer,Gold,Discount Seeker
C106478,Customer 06478,Male,36,Gurugram,Haryana,North,2025-01-12,Direct,Bronze,Prime
C106479,Customer 06479,Female,28,Hyderabad,Telangana,South,2023-11-30,Influencer,Silver,Discount Seeker
C106480,Customer 06480,Male,21,Surat,Gujarat,West,2024-11-11,Paid Search,Bronze,Occasional
C106481,Customer 06481,Female,38,Pune,Maharashtra,West,2025-07-18,Social,Bronze,Occasional
C106482,Customer 06482,Female,35,Mumbai,Maharashtra,West,2025-09-06,Organic Search,Bronze,Discount Seeker
C106483,Customer 06483,Female,32,Jaipur,Rajasthan,North,2024-08-05,Social,Bronze,Prime
C106484,Customer 06484,Female,31,Chennai,Tamil Nadu,South,2025-01-08,Affiliate,Bronze,Occasional
C106485,Customer 06485,Female,48,Pune,Maharashtra,West,2025-08-09,Organic Search,Bronze,New
C106486,Customer 06486,Male,55,Delhi,Delhi,North,2025-03-25,Paid Search,Bronze,Prime
C106487,Customer 06487,Male,46,Hyderabad,Telangana,South,2023-11-07,Direct,Gold,Discount Seeker
C106488,Customer 06488,Non-binary,36,Surat,Gujarat,West,2023-05-17,Organic Search,Platinum,Occasional
C106489,Customer 06489,Female,18,Delhi,Delhi,North,2023-04-29,Paid Search,Gold,New
C106490,Customer 06490,Male,39,Mumbai,Maharashtra,West,2025-07-01,Direct,Bronze,Prime
C106491,Customer 06491,Female,40,Delhi,Delhi,North,2024-07-29,Paid Search,Bronze,Discount Seeker
C106492,Customer 06492,Female,41,Hyderabad,Telangana,South,2023-11-03,Direct,Bronze,Occasional
C106493,Customer 06493,Female,22,Lucknow,Uttar Pradesh,North,2023-12-24,Paid Search,Bronze,Loyal
C106494,Customer 06494,Male,42,Pune,Maharashtra,West,2023-10-19,Paid Search,Gold,Occasional
C106495,Customer 06495,Male,49,Kochi,Kerala,South,2025-04-09,Organic Search,Silver,New
C106496,Customer 06496,Female,23,Hyderabad,Telangana,South,2024-09-25,Organic Search,Bronze,Occasional
C106497,Customer 06497,Female,40,Bengaluru,Karnataka,South,2025-06-29,Social,Bronze,Loyal
C106498,Customer 06498,Female,25,Delhi,Delhi,North,2023-11-09,Affiliate,Silver,Prime
C106499,Customer 06499,Female,32,Delhi,Delhi,North,2024-05-04,Social,Gold,Prime
C106500,Customer 06500,Male,24,Ahmedabad,Gujarat,West,2023-05-06,Social,Silver,Loyal
C106501,Customer 06501,Male,29,Mumbai,Maharashtra,West,2025-10-02,Organic Search,Bronze,Occasional
C106502,Customer 06502,Male,30,Delhi,Delhi,North,2024-06-13,Email,Silver,Occasional
C106503,Customer 06503,Prefer not to say,37,Surat,Gujarat,West,2024-07-26,Paid Search,Silver,Discount Seeker
C106504,Customer 06504,Female,42,Chennai,Tamil Nadu,South,2024-03-04,Organic Search,Gold,Discount Seeker
C106505,Customer 06505,Male,45,Mumbai,Maharashtra,West,2023-10-08,Influencer,Bronze,Occasional
C106506,Customer 06506,Male,26,Kolkata,West Bengal,East,2025-09-08,Direct,Silver,Loyal
C106507,Customer 06507,Female,37,Hyderabad,Telangana,South,2024-05-21,Organic Search,Bronze,Occasional
C106508,Customer 06508,Male,22,Lucknow,Uttar Pradesh,North,2024-11-29,Paid Search,Bronze,Occasional
C106509,Customer 06509,Male,32,Kolkata,West Bengal,East,2023-02-08,Email,Gold,Prime
C106510,Customer 06510,Male,33,Mumbai,Maharashtra,West,2023-10-13,Social,Platinum,Discount Seeker
C106511,Customer 06511,Male,24,Delhi,Delhi,North,2025-04-12,Direct,Platinum,Occasional
C106512,Customer 06512,Male,39,Delhi,Delhi,North,2023-04-01,Social,Silver,New
C106513,Customer 06513,Male,31,Kolkata,West Bengal,East,2023-04-15,Organic Search,Silver,Occasional
C106514,Customer 06514,Male,35,Chennai,Tamil Nadu,South,2025-04-18,Social,Bronze,Occasional
C106515,Customer 06515,Female,45,Ahmedabad,Gujarat,West,2023-11-16,Organic Search,Gold,Occasional
C106516,Customer 06516,Prefer not to say,29,Chennai,Tamil Nadu,South,2023-10-11,Social,Silver,Prime
C106517,Customer 06517,Male,42,Bengaluru,Karnataka,South,2024-08-08,Email,Silver,Prime
C106518,Customer 06518,Male,47,Mumbai,Maharashtra,West,2023-07-21,Direct,Silver,Prime
C106519,Customer 06519,Male,47,Delhi,Delhi,North,2023-02-14,Paid Search,Gold,Occasional
C106520,Customer 06520,Female,31,Bengaluru,Karnataka,South,2023-01-05,Email,Silver,Loyal
C106521,Customer 06521,Female,23,Chennai,Tamil Nadu,South,2023-03-24,Organic Search,Bronze,Occasional
C106522,Customer 06522,Male,26,Indore,Madhya Pradesh,Central,2023-06-14,Direct,Gold,Occasional
C106523,Customer 06523,Male,18,Delhi,Delhi,North,2024-12-21,Paid Search,Bronze,Occasional
C106524,Customer 06524,Male,40,Pune,Maharashtra,West,2023-11-05,Paid Search,Bronze,Occasional
C106525,Customer 06525,Male,40,Mumbai,Maharashtra,West,2023-03-16,Organic Search,Bronze,New
C106526,Customer 06526,Female,34,Kolkata,West Bengal,East,2023-01-15,Affiliate,Bronze,Occasional
C106527,Customer 06527,Male,19,Mumbai,Maharashtra,West,2024-05-08,Organic Search,Gold,Discount Seeker
C106528,Customer 06528,Female,29,Pune,Maharashtra,West,2025-05-19,Email,Bronze,Discount Seeker
C106529,Customer 06529,Male,47,Delhi,Delhi,North,2023-12-17,Paid Search,Gold,Occasional
C106530,Customer 06530,Male,39,Delhi,Delhi,North,2023-03-08,Affiliate,Bronze,Loyal
C106531,Customer 06531,Female,41,Chennai,Tamil Nadu,South,2023-08-25,Influencer,Bronze,Prime
C106532,Customer 06532,Male,66,Bengaluru,Karnataka,South,2024-05-31,Paid Search,Gold,Prime
C106533,Customer 06533,Male,36,Hyderabad,Telangana,South,2023-07-15,Email,Bronze,Loyal
C106534,Customer 06534,Male,18,Bengaluru,Karnataka,South,2025-10-09,Paid Search,Bronze,Discount Seeker
C106535,Customer 06535,Female,22,Bhopal,Madhya Pradesh,Central,2025-03-01,Social,Bronze,Prime
C106536,Customer 06536,Male,36,Bengaluru,Karnataka,South,2023-12-23,Organic Search,Bronze,Discount Seeker
C106537,Customer 06537,Male,33,Chennai,Tamil Nadu,South,2025-09-11,Organic Search,Silver,Occasional
C106538,Customer 06538,Female,31,Lucknow,Uttar Pradesh,North,2023-12-03,Affiliate,Bronze,Occasional
C106539,Customer 06539,Male,31,Pune,Maharashtra,West,2023-05-26,Paid Search,Silver,Loyal
C106540,Customer 06540,Female,25,Bengaluru,Karnataka,South,2025-08-29,Organic Search,Gold,Discount Seeker
C106541,Customer 06541,Male,37,Chennai,Tamil Nadu,South,2025-09-20,Paid Search,Silver,Prime
C106542,Customer 06542,Female,47,Mumbai,Maharashtra,West,2023-11-20,Email,Silver,Occasional
C106543,Customer 06543,Male,50,Chennai,Tamil Nadu,South,2024-09-07,Influencer,Bronze,Prime
C106544,Customer 06544,Male,50,Hyderabad,Telangana,South,2023-06-29,Direct,Platinum,Discount Seeker
C106545,Customer 06545,Male,23,Ahmedabad,Gujarat,West,2024-10-26,Affiliate,Bronze,Occasional
C106546,Customer 06546,Female,33,Lucknow,Uttar Pradesh,North,2024-12-15,Direct,Silver,Occasional
C106547,Customer 06547,Female,30,Delhi,Delhi,North,2025-01-04,Email,Bronze,Loyal
C106548,Customer 06548,Male,39,Mumbai,Maharashtra,West,2024-08-11,Social,Gold,Occasional
C106549,Customer 06549,Male,32,Bengaluru,Karnataka,South,2024-12-29,Social,Silver,Prime
C106550,Customer 06550,Female,31,Chennai,Tamil Nadu,South,2024-07-28,Direct,Bronze,Occasional
C106551,Customer 06551,Female,48,Bengaluru,Karnataka,South,2025-04-28,Organic Search,Gold,Loyal
C106552,Customer 06552,Male,34,Pune,Maharashtra,West,2023-07-05,Social,Bronze,Discount Seeker
C106553,Customer 06553,Female,34,Hyderabad,Telangana,South,2024-05-15,Affiliate,Gold,Loyal
C106554,Customer 06554,Prefer not to say,37,Indore,Madhya Pradesh,Central,2024-03-06,Organic Search,Silver,Occasional
C106555,Customer 06555,Male,40,Hyderabad,Telangana,South,2024-07-06,Direct,Bronze,Prime
C106556,Customer 06556,Female,40,Mumbai,Maharashtra,West,2023-05-28,Direct,Silver,Discount Seeker
C106557,Customer 06557,Female,49,Bengaluru,Karnataka,South,2023-12-02,Social,Silver,Loyal
C106558,Customer 06558,Prefer not to say,20,Pune,Maharashtra,West,2025-09-14,Direct,Bronze,New
C106559,Customer 06559,Female,36,Delhi,Delhi,North,2023-04-19,Organic Search,Gold,Loyal
C106560,Customer 06560,Male,32,Delhi,Delhi,North,2024-10-19,Direct,Bronze,Occasional
C106561,Customer 06561,Female,30,Bengaluru,Karnataka,South,2024-11-18,Organic Search,Bronze,New
C106562,Customer 06562,Male,41,Ahmedabad,Gujarat,West,2024-05-06,Organic Search,Bronze,Discount Seeker
C106563,Customer 06563,Male,46,Indore,Madhya Pradesh,Central,2023-02-04,Social,Gold,Occasional
C106564,Customer 06564,Male,27,Bengaluru,Karnataka,South,2023-02-05,Affiliate,Bronze,New
C106565,Customer 06565,Female,50,Delhi,Delhi,North,2023-10-13,Email,Gold,Loyal
C106566,Customer 06566,Male,19,Hyderabad,Telangana,South,2023-04-17,Social,Gold,Occasional
C106567,Customer 06567,Male,39,Bengaluru,Karnataka,South,2023-04-08,Affiliate,Silver,Discount Seeker
C106568,Customer 06568,Female,24,Noida,Uttar Pradesh,North,2023-06-15,Email,Bronze,Occasional
C106569,Customer 06569,Male,27,Hyderabad,Telangana,South,2023-07-17,Direct,Bronze,Discount Seeker
C106570,Customer 06570,Male,34,Kolkata,West Bengal,East,2025-05-17,Organic Search,Bronze,Occasional
C106571,Customer 06571,Female,29,Kochi,Kerala,South,2024-10-23,Influencer,Silver,Discount Seeker
C106572,Customer 06572,Non-binary,18,Pune,Maharashtra,West,2023-02-01,Direct,Bronze,Loyal
C106573,Customer 06573,Female,39,Delhi,Delhi,North,2024-10-12,Direct,Bronze,Discount Seeker
C106574,Customer 06574,Female,41,Pune,Maharashtra,West,2023-05-22,Paid Search,Bronze,Occasional
C106575,Customer 06575,Female,31,Bengaluru,Karnataka,South,2024-03-11,Direct,Bronze,Occasional
C106576,Customer 06576,Female,31,Hyderabad,Telangana,South,2023-02-09,Organic Search,Bronze,Loyal
C106577,Customer 06577,Female,29,Gurugram,Haryana,North,2023-04-04,Organic Search,Bronze,Prime
C106578,Customer 06578,Female,18,Delhi,Delhi,North,2023-05-18,Paid Search,Platinum,Loyal
C106579,Customer 06579,Male,18,Hyderabad,Telangana,South,2024-03-24,Direct,Platinum,Occasional
C106580,Customer 06580,Male,41,Delhi,Delhi,North,2024-04-24,Influencer,Bronze,Occasional
C106581,Customer 06581,Female,44,Delhi,Delhi,North,2024-01-01,Social,Silver,Discount Seeker
C106582,Customer 06582,Male,39,Pune,Maharashtra,West,2024-10-03,Affiliate,Bronze,Prime
C106583,Customer 06583,Male,37,Ahmedabad,Gujarat,West,2025-01-15,Social,Silver,New
C106584,Customer 06584,Male,41,Pune,Maharashtra,West,2025-01-24,Organic Search,Bronze,Loyal
C106585,Customer 06585,Prefer not to say,40,Bengaluru,Karnataka,South,2024-08-22,Email,Silver,Occasional
C106586,Customer 06586,Female,25,Mumbai,Maharashtra,West,2024-07-18,Organic Search,Bronze,Discount Seeker
C106587,Customer 06587,Female,35,Hyderabad,Telangana,South,2024-05-23,Email,Silver,Occasional
C106588,Customer 06588,Female,30,Hyderabad,Telangana,South,2023-09-04,Paid Search,Bronze,Occasional
C106589,Customer 06589,Female,30,Ahmedabad,Gujarat,West,2024-05-19,Paid Search,Silver,Prime
C106590,Customer 06590,Male,44,Pune,Maharashtra,West,2023-01-11,Email,Bronze,Occasional
C106591,Customer 06591,Female,49,Surat,Gujarat,West,2025-09-27,Social,Silver,New
C106592,Customer 06592,Male,18,Jaipur,Rajasthan,North,2024-01-19,Direct,Gold,Occasional
C106593,Customer 06593,Male,30,Bengaluru,Karnataka,South,2025-02-21,Email,Bronze,Discount Seeker
C106594,Customer 06594,Male,30,Pune,Maharashtra,West,2025-09-17,Paid Search,Bronze,Discount Seeker
C106595,Customer 06595,Male,45,Ahmedabad,Gujarat,West,2024-05-29,Affiliate,Silver,Discount Seeker
C106596,Customer 06596,Male,18,Bhopal,Madhya Pradesh,Central,2025-06-10,Organic Search,Bronze,Loyal
C106597,Customer 06597,Male,18,Hyderabad,Telangana,South,2024-05-10,Affiliate,Bronze,Occasional
C106598,Customer 06598,Male,41,Pune,Maharashtra,West,2023-05-17,Paid Search,Silver,Prime
C106599,Customer 06599,Female,43,Bengaluru,Karnataka,South,2023-01-28,Paid Search,Silver,Occasional
