review_id,order_id,customer_id,product_id,review_date,rating,review_text
R913139,O531647,C104309,P200600,2023-11-15,5,Not worth the price
R913140,O531650,C104828,P200464,2023-11-01,5,Size or fit issue
R913141,O531651,C109764,P200410,2023-11-15,4,Fast delivery
R913142,O531661,C107624,P200235,2024-09-17,4,Excellent value
R913143,O531664,C108354,P200464,2024-05-22,4,Excellent value
R913144,O531666,C109817,P200600,2025-06-11,4,Excellent value
R913145,O531670,C107115,P200036,2023-03-21,3,Fast delivery
R913146,O531676,C108416,P200239,2025-05-15,5,Size or fit issue
R913147,O531677,C105587,P200078,2023-06-09,4,Not worth the price
R913148,O531678,C105680,P200352,2025-11-28,5,Product matched expectations
R913149,O531680,C103774,P200464,2023-10-14,3,Late delivery
R913150,O531682,C109217,P200364,2025-02-20,4,Late delivery
R913151,O531688,C110604,P200512,2023-11-21,4,Would buy again
R913152,O531689,C103376,P200236,2023-02-05,5,Product matched expectations
R913153,O531691,C104908,P200364,2025-05-27,5,Size or fit issue
R913154,O531692,C103120,P200460,2023-11-19,3,Would buy again
R913155,O531694,C104855,P200601,2025-06-13,2,Product matched expectations
R913156,O531696,C103739,P200460,2023-11-05,5,Fast delivery
R913157,O531698,C107135,P200433,2025-07-18,3,Excellent value
R913158,O531704,C105741,P200150,2024-10-25,3,Size or fit issue
R913159,O531708,C104849,P200033,2025-09-25,4,Not worth the price
R913160,O531712,C101995,P200191,2023-11-23,5,Fast delivery
R913161,O531718,C102843,P200026,2023-05-09,4,Quality could be better
R913162,O531721,C106042,P200440,2023-10-09,4,Excellent value
R913163,O531724,C111492,P200033,2025-11-25,3,Size or fit issue
R913164,O531725,C108162,P200600,2023-11-09,5,Late delivery
R913165,O531726,C102918,P200600,2023-12-29,5,Late delivery
R913166,O531733,C108635,P200290,2025-05-20,4,Excellent value
R913167,O531734,C102192,P200320,2025-09-08,3,Late delivery
R913168,O531737,C101640,P200637,2024-02-05,3,Would buy again
R913169,O531739,C101836,P200365,2024-07-08,5,Product matched expectations
R913170,O531740,C103216,P200600,2024-06-29,4,Size or fit issue
R913171,O531742,C106687,P200382,2025-12-30,2,Product matched expectations
R913172,O531743,C106198,P200600,2024-01-18,4,Size or fit issue
R913173,O531745,C106340,P200273,2023-12-15,4,Fast delivery
R913174,O531748,C100204,P200332,2024-10-05,5,Late delivery
R913175,O531749,C111958,P200633,2023-01-24,4,Excellent value
R913176,O531750,C103694,P200600,2023-06-28,4,Excellent value
R913177,O531755,C106093,P200524,2023-09-09,4,Size or fit issue
R913178,O531757,C107408,P200204,2025-01-07,3,Excellent value
R913179,O531761,C100026,P200039,2023-10-04,3,Quality could be better
R913180,O531762,C103210,P200600,2023-07-07,4,Would buy again
R913181,O531765,C104126,P200093,2026-01-08,4,Size or fit issue
R913182,O531767,C103261,P200333,2023-09-29,2,Product matched expectations
R913183,O531776,C111703,P200600,2026-01-01,5,Fast delivery
R913184,O531777,C110917,P200600,2025-11-09,3,Would buy again
R913185,O531778,C104696,P200517,2025-07-06,4,Quality could be better
R913186,O531779,C107146,P200429,2023-05-24,5,Quality could be better
R913187,O531780,C106198,P200270,2025-10-15,5,Product matched expectations
R913188,O531784,C108152,P200600,2023-02-14,4,Not worth the price
R913189,O531786,C107756,P200464,2024-12-05,3,Would buy again
R913190,O531788,C104591,P200332,2023-06-18,3,Late delivery
R913191,O531790,C110061,P200017,2024-04-18,3,Late delivery
R913192,O531793,C108935,P200597,2024-07-08,4,Quality could be better
R913193,O531799,C107693,P200600,2025-01-15,4,Quality could be better
R913194,O531802,C100352,P200137,2024-01-31,5,Size or fit issue
R913195,O531804,C109983,P200219,2024-11-11,4,Would buy again
R913196,O531805,C100518,P200361,2025-07-06,4,Not worth the price
R913197,O531806,C102245,P200041,2024-11-29,4,Would buy again
R913198,O531813,C106486,P200041,2026-01-10,4,Not worth the price
R913199,O531817,C106418,P200007,2023-09-15,4,Would buy again
R913200,O531824,C111389,P200600,2025-07-04,4,Excellent value
R913201,O531827,C106056,P200007,2024-09-28,4,Quality could be better
R913202,O531829,C111962,P200600,2025-01-19,4,Fast delivery
R913203,O531830,C105095,P200552,2024-04-18,3,Product matched expectations
R913204,O531836,C109592,P200600,2024-02-26,4,Quality could be better
R913205,O531839,C106202,P200026,2026-01-09,4,Size or fit issue
R913206,O531844,C102611,P200419,2025-05-08,2,Quality could be better
R913207,O531847,C102670,P200364,2024-12-05,4,Late delivery
R913208,O531848,C104846,P200364,2025-12-08,4,Product matched expectations
R913209,O531849,C103628,P200550,2023-07-16,4,Not worth the price
R913210,O531850,C106298,P200600,2023-07-14,4,Not worth the price
R913211,O531854,C109764,P200305,2024-07-07,4,Fast delivery
R913212,O531857,C109073,P200600,2023-10-26,3,Late delivery
R913213,O531867,C104703,P200004,2025-08-22,4,Excellent value
R913214,O531870,C102688,P200554,2023-04-25,5,Quality could be better
R913215,O531873,C103968,P200500,2024-01-17,3,Would buy again
R913216,O531877,C107682,P200490,2023-10-10,5,Late delivery
R913217,O531883,C106198,P200422,2024-11-29,5,Not worth the price
R913218,O531884,C110061,P200319,2023-05-26,3,Late delivery
R913219,O531885,C105469,P200464,2024-05-02,3,Product matched expectations
R913220,O531894,C108368,P200041,2025-09-23,5,Would buy again
R913221,O531897,C110061,P200553,2024-05-10,5,Not worth the price
R913222,O531903,C108354,P200600,2024-12-14,5,Fast delivery
R913223,O531904,C103106,P200364,2026-01-15,3,Size or fit issue
R913224,O531905,C110080,P200464,2023-03-11,5,Product matched expectations
R913225,O531908,C103998,P200646,2025-11-14,3,Not worth the price
R913226,O531910,C104874,P200175,2025-06-10,2,Product matched expectations
R913227,O531913,C103432,P200546,2024-10-23,4,Late delivery
R913228,O531914,C103129,P200446,2023-07-07,5,Excellent value
R913229,O531917,C103442,P200364,2023-01-27,5,Late delivery
R913230,O531918,C111641,P200451,2024-11-05,4,Size or fit issue
R913231,O531921,C104674,P200544,2025-09-20,4,Not worth the price
R913232,O531925,C104621,P200228,2025-11-25,4,Product matched expectations
R913233,O531926,C110163,P200202,2023-08-25,5,Fast delivery
R913234,O531928,C111379,P200041,2023-12-15,4,Quality could be better
R913235,O531933,C110166,P200041,2025-08-13,4,Product matched expectations
R913236,O531940,C101675,P200600,2024-10-29,3,Would buy again
R913237,O531941,C110102,P200464,2023-12-15,5,Size or fit issue
R913238,O531945,C102235,P200600,2025-09-28,4,Late delivery
R913239,O531947,C108694,P200328,2024-02-27,4,Not worth the price
R913240,O531948,C103120,P200268,2024-02-19,5,Fast delivery
R913241,O531949,C106997,P200499,2023-09-26,4,Quality could be better
R913242,O531950,C106198,P200490,2025-02-13,4,Size or fit issue
R913243,O531953,C111303,P200243,2025-02-24,3,Quality could be better
R913244,O531954,C111277,P200464,2023-10-24,4,Excellent value
R913245,O531959,C108496,P200600,2023-03-19,4,Fast delivery
R913246,O531961,C103041,P200597,2025-12-04,5,Quality could be better
R913247,O531962,C101635,P200600,2024-07-17,4,Would buy again
R913248,O531970,C109314,P200121,2024-06-28,4,Not worth the price
R913249,O531973,C110923,P200001,2024-06-10,3,Size or fit issue
R913250,O531975,C100966,P200609,2025-02-07,5,Fast delivery
R913251,O531979,C110936,P200600,2025-11-07,4,Late delivery
R913252,O531980,C111328,P200265,2024-07-24,4,Quality could be better
R913253,O531983,C103234,P200163,2025-09-26,3,Excellent value
R913254,O531985,C104351,P200600,2023-05-10,5,Product matched expectations
R913255,O531990,C105068,P200600,2025-09-12,4,Late delivery
R913256,O531992,C101434,P200600,2024-05-11,4,Fast delivery
R913257,O531993,C105913,P200600,2023-06-14,4,Size or fit issue
R913258,O531994,C107232,P200619,2025-03-30,3,Product matched expectations
R913259,O531995,C107363,P200179,2023-05-11,3,Late delivery
R913260,O531999,C111040,P200379,2025-10-16,4,Would buy again
R913261,O532001,C106771,P200600,2023-08-19,2,Fast delivery
R913262,O532006,C104674,P200600,2025-05-11,4,Fast delivery
R913263,O532016,C107611,P200239,2024-03-03,1,Excellent value
R913264,O532019,C105330,P200328,2025-07-13,3,Fast delivery
R913265,O532021,C104491,P200399,2024-07-02,5,Size or fit issue
R913266,O532024,C105179,P200029,2025-03-09,1,Quality could be better
R913267,O532025,C111314,P200306,2024-10-28,4,Not worth the price
R913268,O532026,C105491,P200422,2025-11-27,4,Size or fit issue
R913269,O532027,C110061,P200429,2025-11-22,4,Late delivery
R913270,O532028,C104445,P200131,2023-06-16,5,Fast delivery
R913271,O532032,C111831,P200613,2025-06-27,3,Excellent value
R913272,O532036,C111279,P200464,2024-08-20,2,Late delivery
R913273,O532038,C107693,P200370,2025-11-20,4,Fast delivery
R913274,O532040,C106498,P200518,2024-11-19,4,Fast delivery
R913275,O532041,C103203,P200600,2025-01-02,4,Excellent value
R913276,O532042,C106005,P200600,2023-03-28,4,Would buy again
R913277,O532044,C107960,P200063,2024-01-29,5,Would buy again
R913278,O532047,C104530,P200464,2024-11-05,4,Not worth the price
R913279,O532050,C106198,P200572,2024-12-26,4,Excellent value
R913280,O532051,C109498,P200109,2024-12-04,5,Size or fit issue
R913281,O532053,C110119,P200600,2025-10-21,5,Not worth the price
R913282,O532056,C104528,P200239,2023-10-20,4,Not worth the price
R913283,O532057,C106019,P200600,2025-11-15,4,Quality could be better
R913284,O532058,C106198,P200011,2023-12-03,3,Product matched expectations
R913285,O532061,C108860,P200387,2025-07-01,5,Excellent value
R913286,O532062,C108141,P200088,2025-03-30,3,Quality could be better
R913287,O532066,C101269,P200402,2024-02-17,5,Size or fit issue
R913288,O532067,C101767,P200525,2025-10-10,5,Quality could be better
R913289,O532069,C101770,P200364,2023-03-10,3,Not worth the price
R913290,O532071,C110081,P200130,2023-09-10,3,Quality could be better
R913291,O532073,C102567,P200552,2024-03-05,4,Size or fit issue
R913292,O532074,C106296,P200292,2024-03-20,3,Product matched expectations
R913293,O532075,C106019,P200429,2025-02-12,4,Not worth the price
R913294,O532076,C101601,P200623,2023-06-17,3,Quality could be better
R913295,O532078,C103367,P200109,2025-08-15,3,Excellent value
R913296,O532079,C110395,P200462,2023-09-07,4,Quality could be better
R913297,O532081,C103413,P200046,2025-11-15,4,Would buy again
R913298,O532085,C110844,P200364,2025-03-28,5,Would buy again
R913299,O532090,C108064,P200580,2025-12-17,3,Late delivery
R913300,O532092,C104753,P200466,2024-02-12,4,Product matched expectations
R913301,O532093,C108722,P200009,2025-05-24,4,Product matched expectations
R913302,O532096,C107371,P200460,2024-06-30,4,Late delivery
R913303,O532097,C109640,P200010,2024-08-19,5,Product matched expectations
R913304,O532098,C103931,P200623,2024-10-21,3,Excellent value
R913305,O532100,C108625,P200457,2023-06-27,3,Fast delivery
R913306,O532102,C102013,P200486,2024-12-18,5,Product matched expectations
R913307,O532107,C111102,P200600,2023-11-26,5,Not worth the price
R913308,O532109,C109817,P200600,2023-06-18,4,Not worth the price
R913309,O532110,C108354,P200464,2026-01-12,5,Late delivery
R913310,O532111,C104451,P200490,2024-11-29,5,Not worth the price
R913311,O532112,C103624,P200600,2025-07-03,3,Excellent value
R913312,O532113,C108650,P200600,2023-08-16,3,Late delivery
R913313,O532115,C106098,P200600,2025-12-13,4,Fast delivery
R913314,O532117,C104352,P200128,2023-09-16,4,Excellent value
R913315,O532120,C110123,P200600,2023-10-04,4,Not worth the price
R913316,O532123,C109521,P200227,2025-07-07,1,Product matched expectations
R913317,O532126,C101772,P200328,2024-10-20,3,Fast delivery
R913318,O532127,C106357,P200600,2023-02-24,1,Product matched expectations
R913319,O532130,C107019,P200388,2024-08-01,1,Excellent value
R913320,O532134,C109726,P200082,2025-09-03,4,Late delivery
R913321,O532135,C104051,P200239,2025-06-15,4,Late delivery
R913322,O532136,C102601,P200041,2026-01-14,5,Quality could be better
R913323,O532139,C100703,P200344,2023-10-23,3,Late delivery
R913324,O532145,C105318,P200600,2024-12-25,4,Not worth the price
R913325,O532146,C109646,P200464,2024-10-17,4,Would buy again
R913326,O532147,C102424,P200275,2023-10-20,4,Late delivery
R913327,O532148,C105626,P200292,2025-03-12,5,Excellent value
R913328,O532151,C102522,P200014,2025-04-28,4,Quality could be better
R913329,O532152,C106019,P200600,2024-07-09,4,Quality could be better
R913330,O532153,C103303,P200634,2023-11-27,5,Not worth the price
R913331,O532154,C103780,P200292,2025-01-14,4,Not worth the price
R913332,O532155,C108073,P200600,2025-01-27,3,Quality could be better
R913333,O532156,C106926,P200058,2024-01-08,5,Quality could be better
R913334,O532160,C108162,P200053,2024-07-08,4,Quality could be better
R913335,O532162,C111547,P200600,2023-09-02,5,Size or fit issue
R913336,O532163,C107188,P200649,2024-07-05,4,Excellent value
R913337,O532164,C109661,P200600,2025-06-20,5,Size or fit issue
R913338,O532166,C107569,P200328,2025-12-03,3,Excellent value
R913339,O532167,C106431,P200641,2025-02-11,4,Not worth the price
R913340,O532173,C102128,P200305,2025-12-05,2,Late delivery
R913341,O532181,C101940,P200216,2024-04-23,3,Quality could be better
R913342,O532182,C107670,P200638,2024-02-28,4,Size or fit issue
R913343,O532183,C108232,P200130,2025-06-11,3,Excellent value
R913344,O532184,C103911,P200216,2025-10-26,1,Size or fit issue
R913345,O532190,C111379,P200490,2024-10-20,4,Quality could be better
R913346,O532192,C102511,P200543,2023-09-23,5,Quality could be better
R913347,O532194,C106038,P200600,2023-11-07,4,Excellent value
R913348,O532195,C107356,P200172,2024-08-26,4,Would buy again
R913349,O532198,C109864,P200464,2025-01-14,4,Product matched expectations
R913350,O532200,C108235,P200600,2023-04-20,5,Excellent value
R913351,O532201,C101038,P200033,2024-05-18,4,Quality could be better
R913352,O532203,C111303,P200600,2024-12-25,4,Late delivery
R913353,O532207,C106636,P200041,2023-11-19,4,Late delivery
R913354,O532209,C103027,P200517,2025-01-10,3,Late delivery
R913355,O532220,C109817,P200600,2023-10-12,5,Fast delivery
R913356,O532221,C110960,P200517,2023-07-22,4,Excellent value
R913357,O532222,C104905,P200623,2025-04-01,4,Product matched expectations
R913358,O532224,C108709,P200510,2025-06-09,4,Product matched expectations
R913359,O532232,C100617,P200328,2025-01-24,4,Size or fit issue
R913360,O532242,C111233,P200368,2025-07-08,4,Would buy again
R913361,O532243,C104763,P200014,2023-05-14,4,Would buy again
R913362,O532244,C111915,P200460,2025-10-23,5,Product matched expectations
R913363,O532245,C104699,P200364,2025-11-28,4,Excellent value
R913364,O532247,C108866,P200637,2025-11-27,1,Fast delivery
R913365,O532251,C110098,P200600,2024-06-18,4,Not worth the price
R913366,O532252,C104479,P200125,2023-06-15,4,Excellent value
R913367,O532254,C107919,P200464,2024-01-05,3,Excellent value
R913368,O532255,C107105,P200488,2025-01-13,5,Fast delivery
R913369,O532258,C102606,P200059,2025-01-09,2,Fast delivery
R913370,O532261,C102275,P200431,2024-01-26,3,Fast delivery
R913371,O532262,C110001,P200120,2024-12-30,3,Late delivery
R913372,O532263,C108622,P200600,2025-05-01,5,Fast delivery
R913373,O532264,C106005,P200600,2024-11-09,3,Product matched expectations
R913374,O532267,C107974,P200600,2023-03-27,4,Late delivery
R913375,O532268,C109666,P200600,2025-12-01,3,Would buy again
R913376,O532270,C111934,P200600,2023-08-12,4,Would buy again
R913377,O532271,C104570,P200600,2023-06-17,3,Excellent value
R913378,O532274,C102477,P200012,2024-08-19,3,Size or fit issue
R913379,O532275,C105063,P200312,2024-08-29,4,Fast delivery
R913380,O532280,C111314,P200600,2025-08-17,4,Product matched expectations
R913381,O532282,C100590,P200460,2025-02-24,4,Quality could be better
R913382,O532288,C108905,P200441,2023-12-15,3,Size or fit issue
R913383,O532289,C108961,P200367,2023-01-26,4,Would buy again
R913384,O532290,C107041,P200464,2025-10-24,4,Product matched expectations
R913385,O532291,C103986,P200033,2025-02-16,3,Quality could be better
R913386,O532293,C108354,P200600,2025-10-08,4,Quality could be better
R913387,O532294,C108978,P200600,2024-02-05,4,Late delivery
R913388,O532296,C111470,P200464,2024-08-18,4,Late delivery
R913389,O532297,C108561,P200600,2025-06-28,4,Not worth the price
R913390,O532298,C103603,P200600,2024-09-03,5,Size or fit issue
R913391,O532299,C111287,P200572,2025-10-22,4,Fast delivery
R913392,O532305,C108354,P200292,2025-11-13,3,Not worth the price
R913393,O532307,C106918,P200600,2025-07-29,5,Product matched expectations
R913394,O532308,C108028,P200152,2023-05-30,3,Not worth the price
R913395,O532310,C104970,P200464,2025-12-15,4,Size or fit issue
R913396,O532314,C104161,P200433,2023-08-19,4,Size or fit issue
R913397,O532315,C106098,P200600,2023-12-04,3,Fast delivery
R913398,O532317,C108540,P200600,2024-09-18,4,Would buy again
R913399,O532319,C108893,P200600,2023-11-10,3,Product matched expectations
R913400,O532320,C108134,P200197,2023-11-10,5,Fast delivery
R913401,O532322,C100366,P200268,2025-07-09,5,Not worth the price
R913402,O532323,C106198,P200085,2024-04-14,4,Size or fit issue
R913403,O532326,C109817,P200600,2024-08-21,3,Product matched expectations
R913404,O532332,C106198,P200488,2025-03-12,5,Size or fit issue
R913405,O532334,C106709,P200041,2024-01-08,5,Fast delivery
R913406,O532335,C104970,P200239,2025-07-18,3,Fast delivery
R913407,O532344,C106657,P200157,2025-08-01,3,Product matched expectations
R913408,O532346,C106277,P200600,2023-11-19,4,Size or fit issue
R913409,O532347,C107169,P200600,2024-05-24,3,Not worth the price
R913410,O532349,C101245,P200361,2024-06-18,4,Excellent value
R913411,O532351,C100529,P200479,2025-10-24,4,Quality could be better
R913412,O532353,C111379,P200262,2024-11-08,4,Would buy again
R913413,O532357,C110278,P200041,2024-06-28,4,Excellent value
R913414,O532358,C104627,P200467,2025-11-24,3,Excellent value
R913415,O532362,C101213,P200433,2023-12-16,5,Quality could be better
R913416,O532366,C111233,P200041,2025-05-12,4,Late delivery
R913417,O532367,C108935,P200394,2024-05-19,4,Size or fit issue
R913418,O532368,C103566,P200068,2025-07-17,4,Product matched expectations
R913419,O532370,C109292,P200464,2024-11-24,1,Would buy again
R913420,O532372,C106005,P200414,2025-07-31,5,Fast delivery
R913421,O532373,C100736,P200157,2023-03-10,4,Excellent value
R913422,O532374,C110057,P200130,2025-12-01,5,Late delivery
R913423,O532375,C109434,P200364,2025-06-18,4,Not worth the price
R913424,O532377,C104908,P200207,2025-12-31,4,Would buy again
R913425,O532379,C101823,P200588,2023-12-06,4,Not worth the price
R913426,O532381,C106818,P200464,2023-06-30,4,Fast delivery
R913427,O532382,C108324,P200041,2023-11-20,2,Would buy again
R913428,O532385,C105913,P200600,2023-05-30,3,Quality could be better
R913429,O532388,C102072,P200329,2025-01-18,4,Size or fit issue
R913430,O532389,C103953,P200254,2024-05-22,4,Size or fit issue
R913431,O532390,C105162,P200007,2024-10-09,3,Fast delivery
R913432,O532394,C100063,P200640,2024-01-18,4,Would buy again
R913433,O532395,C111040,P200197,2024-11-26,5,Excellent value
R913434,O532400,C110061,P200460,2024-06-13,5,Quality could be better
R913435,O532401,C110438,P200600,2024-12-25,5,Late delivery
R913436,O532402,C101173,P200429,2024-03-25,3,Excellent value
R913437,O532403,C100549,P200600,2024-01-01,4,Product matched expectations
R913438,O532404,C100903,P200600,2025-06-26,3,Size or fit issue
R913439,O532406,C107296,P200600,2024-08-03,4,Late delivery
R913440,O532409,C105759,P200524,2024-07-22,4,Excellent value
R913441,O532411,C108935,P200600,2025-06-28,5,Excellent value
R913442,O532412,C100289,P200103,2023-02-18,4,Late delivery
R913443,O532420,C107843,P200350,2023-09-12,1,Excellent value
R913444,O532425,C107412,P200033,2023-11-27,4,Quality could be better
R913445,O532426,C103603,P200039,2023-06-25,5,Fast delivery
R913446,O532429,C100752,P200033,2023-07-07,4,Fast delivery
R913447,O532430,C102644,P200464,2024-10-22,5,Excellent value
R913448,O532431,C104477,P200242,2025-08-05,5,Not worth the price
R913449,O532432,C100453,P200041,2025-12-05,4,Excellent value
R913450,O532433,C106586,P200600,2023-08-02,3,Size or fit issue
R913451,O532434,C100038,P200600,2023-04-20,4,Quality could be better
R913452,O532435,C106052,P200011,2023-10-15,5,Fast delivery
R913453,O532436,C105505,P200619,2025-05-25,4,Excellent value
R913454,O532442,C105879,P200600,2023-05-23,3,Fast delivery
R913455,O532443,C110803,P200600,2025-12-29,3,Fast delivery
R913456,O532445,C106161,P200253,2025-12-22,4,Not worth the price
R913457,O532447,C111831,P200600,2024-10-03,4,Size or fit issue
R913458,O532448,C102515,P200362,2025-12-04,3,Quality could be better
R913459,O532450,C102061,P200429,2023-11-15,3,Product matched expectations
R913460,O532452,C106325,P200451,2023-11-02,3,Excellent value
R913461,O532461,C101571,P200197,2025-08-30,4,Not worth the price
R913462,O532464,C102865,P200364,2023-08-13,5,Size or fit issue
R913463,O532470,C101887,P200085,2024-01-25,4,Fast delivery
R913464,O532473,C110137,P200600,2024-06-11,5,Not worth the price
R913465,O532474,C110061,P200600,2024-12-28,2,Quality could be better
R913466,O532475,C101269,P200364,2023-08-28,4,Product matched expectations
R913467,O532476,C111921,P200307,2025-01-06,5,Late delivery
R913468,O532478,C105138,P200410,2023-10-13,4,Product matched expectations
R913469,O532487,C108354,P200058,2024-11-20,4,Excellent value
R913470,O532492,C111057,P200152,2025-10-29,4,Product matched expectations
R913471,O532494,C105612,P200033,2025-05-24,4,Product matched expectations
R913472,O532496,C110163,P200149,2023-09-15,4,Not worth the price
R913473,O532498,C103228,P200242,2023-11-25,4,Excellent value
R913474,O532499,C105210,P200490,2023-06-21,5,Would buy again
R913475,O532500,C105107,P200600,2024-07-08,4,Not worth the price
R913476,O532505,C103710,P200457,2023-05-07,5,Size or fit issue
R913477,O532506,C109073,P200362,2024-12-24,4,Size or fit issue
R913478,O532507,C111780,P200228,2023-06-23,4,Size or fit issue
R913479,O532510,C108935,P200600,2024-06-12,4,Not worth the price
R913480,O532512,C102632,P200464,2024-07-19,5,Not worth the price
R913481,O532515,C105072,P200041,2025-12-19,3,Size or fit issue
R913482,O532518,C105970,P200352,2024-06-05,3,Not worth the price
R913483,O532520,C101322,P200600,2024-03-12,4,Not worth the price
R913484,O532524,C100050,P200600,2025-12-13,5,Product matched expectations
R913485,O532528,C105691,P200600,2024-02-27,4,Would buy again
R913486,O532529,C108503,P200055,2023-08-21,3,Late delivery
R913487,O532531,C105937,P200630,2023-09-29,3,Not worth the price
R913488,O532545,C110598,P200600,2025-12-10,4,Not worth the price
R913489,O532547,C106005,P200601,2024-06-15,4,Not worth the price
R913490,O532548,C102235,P200601,2025-05-15,4,Would buy again
R913491,O532550,C108033,P200600,2024-06-24,5,Product matched expectations
R913492,O532553,C106612,P200085,2023-05-19,3,Quality could be better
R913493,O532555,C110138,P200446,2023-06-20,4,Late delivery
R913494,O532556,C100729,P200600,2025-07-08,3,Fast delivery
R913495,O532558,C109133,P200600,2024-07-12,3,Size or fit issue
R913496,O532560,C110222,P200600,2025-12-03,3,Fast delivery
R913497,O532561,C110785,P200142,2024-11-04,4,Would buy again
R913498,O532568,C102899,P200063,2025-04-16,5,Product matched expectations
R913499,O532569,C108291,P200321,2024-12-03,3,Size or fit issue
R913500,O532571,C103649,P200429,2025-07-17,4,Fast delivery
R913501,O532573,C103580,P200041,2023-12-29,5,Not worth the price
R913502,O532574,C106373,P200197,2025-06-16,4,Quality could be better
R913503,O532580,C109259,P200357,2023-10-15,3,Not worth the price
R913504,O532583,C101433,P200451,2024-10-09,3,Late delivery
R913505,O532586,C101760,P200109,2024-03-24,5,Late delivery
R913506,O532587,C108056,P200511,2025-08-24,4,Quality could be better
R913507,O532590,C109682,P200328,2024-09-17,4,Size or fit issue
R913508,O532591,C103195,P200600,2023-09-10,3,Late delivery
R913509,O532593,C104788,P200600,2025-11-15,1,Quality could be better
R913510,O532594,C108984,P200600,2025-01-02,4,Not worth the price
R913511,O532596,C111185,P200464,2023-06-17,4,Size or fit issue
R913512,O532598,C109614,P200364,2025-10-06,4,Fast delivery
R913513,O532599,C109820,P200600,2024-02-24,3,Fast delivery
R913514,O532600,C111467,P200429,2025-11-25,4,Product matched expectations
R913515,O532602,C103503,P200600,2025-07-06,3,Would buy again
R913516,O532604,C103630,P200386,2025-11-19,3,Quality could be better
R913517,O532605,C103373,P200364,2024-06-30,4,Quality could be better
R913518,O532608,C107019,P200157,2023-12-02,5,Late delivery
R913519,O532609,C109253,P200130,2025-09-03,4,Quality could be better
R913520,O532611,C106951,P200197,2025-11-01,4,Would buy again
R913521,O532618,C111223,P200600,2023-02-27,4,Late delivery
R913522,O532621,C107421,P200038,2023-06-28,5,Quality could be better
R913523,O532623,C106919,P200235,2024-03-22,4,Not worth the price
R913524,O532626,C102791,P200600,2025-05-19,5,Quality could be better
R913525,O532628,C111722,P200451,2025-05-07,3,Excellent value
R913526,O532629,C104934,P200600,2023-03-28,5,Excellent value
R913527,O532630,C100211,P200490,2024-12-07,3,Late delivery
R913528,O532632,C105753,P200600,2025-04-27,5,Late delivery
R913529,O532633,C106168,P200011,2025-10-17,4,Excellent value
R913530,O532634,C110061,P200464,2025-06-05,5,Excellent value
R913531,O532635,C104428,P200427,2023-06-03,4,Excellent value
R913532,O532638,C107913,P200600,2023-01-26,5,Product matched expectations
R913533,O532641,C107462,P200462,2023-12-14,5,Late delivery
R913534,O532642,C101133,P200600,2024-10-22,4,Size or fit issue
R913535,O532643,C108827,P200463,2024-07-07,4,Quality could be better
R913536,O532645,C108262,P200363,2025-01-16,4,Product matched expectations
R913537,O532646,C101457,P200490,2025-02-13,4,Not worth the price
R913538,O532650,C106917,P200290,2024-10-01,3,Would buy again
R913539,O532654,C103516,P200104,2024-09-29,3,Late delivery
R913540,O532655,C107227,P200600,2023-04-07,2,Quality could be better
R913541,O532661,C100669,P200251,2025-06-10,3,Product matched expectations
R913542,O532667,C103116,P200600,2024-10-08,3,Quality could be better
R913543,O532668,C100831,P200600,2024-12-30,4,Would buy again
R913544,O532669,C100437,P200600,2025-04-07,2,Excellent value
R913545,O532670,C100123,P200464,2023-07-09,4,Excellent value
R913546,O532671,C110254,P200600,2023-02-22,5,Fast delivery
R913547,O532672,C111379,P200242,2024-07-29,2,Quality could be better
R913548,O532673,C107051,P200600,2023-12-26,4,Late delivery
R913549,O532677,C103210,P200446,2023-09-21,5,Fast delivery
R913550,O532678,C106584,P200591,2023-06-28,4,Not worth the price
R913551,O532679,C106629,P200460,2024-02-26,3,Fast delivery
R913552,O532680,C111027,P200041,2023-09-07,4,Fast delivery
R913553,O532682,C107010,P200287,2025-10-28,4,Size or fit issue
R913554,O532683,C106707,P200216,2025-08-07,3,Product matched expectations
R913555,O532685,C109689,P200046,2025-07-14,4,Would buy again
R913556,O532687,C109898,P200041,2025-12-06,3,Would buy again
R913557,O532688,C104459,P200422,2025-11-04,4,Not worth the price
R913558,O532692,C107852,P200429,2023-11-21,5,Fast delivery
R913559,O532693,C102959,P200197,2024-06-13,5,Not worth the price
R913560,O532694,C107816,P200047,2023-05-09,4,Size or fit issue
R913561,O532695,C103203,P200175,2025-10-26,4,Size or fit issue
R913562,O532701,C108998,P200464,2025-12-29,1,Not worth the price
R913563,O532706,C106901,P200529,2023-09-07,5,Excellent value
R913564,O532707,C110902,P200600,2023-07-03,3,Size or fit issue
R913565,O532718,C111690,P200319,2023-08-16,5,Size or fit issue
R913566,O532720,C106969,P200112,2023-10-11,4,Size or fit issue
R913567,O532722,C110464,P200148,2025-08-05,4,Late delivery
R913568,O532724,C102164,P200410,2025-09-23,4,Size or fit issue
R913569,O532725,C101948,P200219,2025-06-28,4,Fast delivery
R913570,O532727,C103702,P200239,2025-12-06,4,Would buy again
R913571,O532730,C103930,P200364,2023-08-26,3,Product matched expectations
R913572,O532731,C103542,P200001,2023-11-02,2,Size or fit issue
R913573,O532732,C110417,P200183,2023-10-13,2,Size or fit issue
R913574,O532733,C110061,P200330,2025-12-24,4,Fast delivery
R913575,O532735,C111314,P200202,2025-05-01,3,Fast delivery
R913576,O532736,C103432,P200148,2024-10-30,4,Late delivery
