order_id,order_date,customer_id,product_id,seller_id,quantity,discount_pct,campaign,shipping_mode,order_status,gross_sales,discount_amount,net_sales,cost_amount,refund_amount,profit,promised_delivery_date,actual_delivery_date,shipping_delay_flag,fulfillment_days
O520807,2024-10-09 09:35:00,C108313,P200197,S3065,1,0.04,Year End,Standard,Delivered,879.19,35.17,844.02,538.48,0.0,305.54,2024-10-15,2024-10-14,0,5
O520808,2024-04-02 06:03:00,C104309,P200600,S3086,1,0.2,None,Standard,Delivered,6419.87,1283.97,5135.9,3107.22,0.0,2028.68,2024-04-08,2024-04-08,0,6
O520809,2024-05-21 04:10:00,C104973,P200235,S3117,2,0.17,Diwali Fest,Standard,Delivered,148084.88,25174.43,122910.45,105088.43,0.0,17822.02,2024-05-27,2024-05-26,0,5
O520810,2024-05-15 01:47:00,C111314,P200163,S3010,3,0.22999999999999998,Big Billion Days,Express,Delivered,31001.49,7130.34,23871.15,13940.75,0.0,9930.4,2024-05-18,2024-05-18,0,3
O520811,2023-01-15 00:34:00,C103694,P200600,S3012,2,0.05,None,Standard,Delivered,12839.74,641.99,12197.75,7379.64,0.0,4818.11,2023-01-21,2023-01-21,0,6
O520812,2025-09-04 15:57:00,C109900,P200522,S3044,1,0.12000000000000001,Diwali Fest,Standard,Delivered,6246.51,749.58,5496.93,3584.0,0.0,1912.93,2025-09-10,2025-09-09,0,5
O520813,2024-09-17 22:16:00,C103846,P200116,S3092,1,0.19,Year End,Express,Delivered,3546.34,673.8,2872.54,1255.3,0.0,1617.24,2024-09-20,2024-09-19,0,2
O520814,2024-03-24 20:00:00,C111016,P200032,S3069,1,0.14,Year End,Standard,Delivered,15617.79,2186.49,13431.3,10664.45,0.0,2766.85,2024-03-30,2024-03-29,0,5
O520815,2025-03-23 15:17:00,C104620,P200600,S3037,1,0.3,None,Standard,Delivered,6419.87,1925.96,4493.91,2718.82,0.0,1775.09,2025-03-29,2025-03-28,0,5
O520816,2024-03-18 00:45:00,C111922,P200163,S3035,1,0.0,None,Express,Delivered,10333.83,0.0,10333.83,6034.96,0.0,4298.87,2024-03-21,2024-03-20,0,2
O520817,2024-03-23 21:26:00,C111379,P200462,S3070,1,0.1,None,Standard,Delivered,2911.05,291.1,2619.95,1409.53,0.0,1210.42,2024-03-29,2024-03-30,1,7
O520818,2023-11-16 15:20:00,C110061,P200600,S3069,1,0.15,None,Standard,Delivered,6419.87,962.98,5456.89,3301.42,0.0,2155.47,2023-11-22,2023-11-22,0,6
O520819,2023-05-15 12:21:00,C101466,P200600,S3034,2,0.1,None,Standard,Delivered,12839.74,1283.97,11555.77,6991.24,0.0,4564.53,2023-05-21,2023-05-20,0,5
O520820,2023-07-09 03:30:00,C104674,P200364,S3029,1,0.12000000000000001,Diwali Fest,Standard,Delivered,643.24,77.19,566.05,452.84,0.0,113.21,2023-07-15,2023-07-14,0,5
O520821,2025-05-18 17:19:00,C107110,P200085,S3039,1,0.13,Summer Sale,Standard,Delivered,11243.38,1461.64,9781.74,8637.28,0.0,1144.46,2025-05-24,2025-05-24,0,6
O520822,2024-03-05 00:39:00,C111426,P200305,S3034,1,0.07,Diwali Fest,Standard,Delivered,2058.51,144.1,1914.41,1600.45,0.0,313.96,2024-03-11,2024-03-10,0,5
O520823,2025-08-08 08:12:00,C110061,P200539,S3000,1,0.22999999999999998,Big Billion Days,Standard,Delivered,4506.16,1036.42,3469.74,2008.98,0.0,1460.76,2025-08-14,2025-08-13,0,5
O520824,2025-12-11 09:36:00,C106824,P200464,S3102,1,0.0,None,Standard,Delivered,12810.27,0.0,12810.27,9889.53,0.0,2920.74,2025-12-17,2025-12-16,0,5
O520825,2024-10-04 00:10:00,C102916,P200462,S3091,3,0.2,None,Standard,Delivered,8733.15,1746.63,6986.52,3758.75,0.0,3227.77,2024-10-10,2024-10-10,0,6
O520826,2024-07-27 19:14:00,C105305,P200399,S3022,1,0.025,Monsoon Mania,Standard,Delivered,2365.26,59.13,2306.13,2147.01,0.0,159.12,2024-08-02,2024-08-02,0,6
O520827,2024-11-22 01:57:00,C110297,P200197,S3064,3,0.07500000000000001,Monsoon Mania,Same Day,Delivered,2637.57,197.82,2439.75,1556.56,0.0,883.19,2024-11-23,2024-11-23,0,1
O520828,2025-06-04 14:52:00,C100481,P200203,S3079,2,0.38,Big Billion Days,Standard,Delivered,39417.94,14978.82,24439.12,19966.76,0.0,4472.36,2025-06-10,2025-06-09,0,5
O520829,2025-02-10 06:51:00,C111303,P200213,S3115,3,0.2,None,Standard,Delivered,38374.74,7674.95,30699.79,18511.97,0.0,12187.82,2025-02-16,2025-02-16,0,6
O520830,2024-02-06 21:00:00,C110108,P200595,S3036,1,0.28,Big Billion Days,Express,Delivered,1144.49,320.46,824.03,663.34,0.0,160.69,2024-02-09,2024-02-09,0,3
O520831,2023-12-03 23:51:00,C110932,P200197,S3017,2,0.02,Republic Day,Standard,Delivered,1758.38,35.17,1723.21,1099.41,0.0,623.8,2023-12-09,2023-12-08,0,5
O520832,2024-03-29 17:55:00,C106200,P200464,S3009,2,0.28,Big Billion Days,Standard,Delivered,25620.54,7173.75,18446.79,14240.92,0.0,4205.87,2024-04-04,2024-04-03,0,5
O520833,2025-10-16 04:04:00,C111448,P200177,S3079,1,0.225,Monsoon Mania,Standard,Delivered,2917.63,656.47,2261.16,1652.91,0.0,608.25,2025-10-22,2025-10-22,0,6
O520834,2023-06-13 14:08:00,C109958,P200078,S3103,1,0.07,Diwali Fest,Standard,Delivered,3343.36,234.04,3109.32,2745.53,0.0,363.79,2023-06-19,2023-06-20,1,7
O520835,2024-11-11 23:16:00,C108354,P200303,S3055,1,0.08,Summer Sale,Express,Delivered,76058.83,6084.71,69974.12,62137.02,0.0,7837.1,2024-11-14,2024-11-15,1,4
O520836,2025-06-25 16:00:00,C109934,P200041,S3013,1,0.3,None,Express,Delivered,69383.55,20815.06,48568.49,43323.09,0.0,5245.4,2025-06-28,2025-06-29,1,4
O520837,2023-11-16 20:34:00,C111278,P200487,S3087,1,0.15,None,Standard,Delivered,13008.36,1951.25,11057.11,7364.04,0.0,3693.07,2023-11-22,2023-11-23,1,7
O520838,2025-06-29 13:09:00,C101357,P200600,S3095,3,0.17,Diwali Fest,Standard,Delivered,19259.61,3274.13,15985.48,9671.22,0.0,6314.26,2025-07-05,2025-07-05,0,6
O520839,2023-08-16 21:13:00,C108234,P200228,S3054,2,0.25,None,Standard,Delivered,65267.82,16316.96,48950.86,44349.48,0.0,4601.38,2023-08-22,2023-08-21,0,5
O520840,2025-06-06 18:28:00,C111279,P200213,S3065,1,0.025,Monsoon Mania,Same Day,Delivered,12791.58,319.79,12471.79,7520.49,0.0,4951.3,2025-06-07,2025-06-09,1,3
O520841,2023-04-30 14:57:00,C100524,P200032,S3078,1,0.27,Republic Day,Standard,Delivered,15617.79,4216.8,11400.99,9052.39,0.0,2348.6,2023-05-06,2023-05-05,0,5
O520842,2025-05-15 00:41:00,C100549,P200488,S3105,5,0.25,None,Standard,Delivered,10844.6,2711.15,8133.45,5205.41,0.0,2928.04,2025-05-21,2025-05-20,0,5
O520843,2024-05-21 05:40:00,C100831,P200600,S3084,1,0.1,None,Standard,Delivered,6419.87,641.99,5777.88,3495.62,0.0,2282.26,2024-05-27,2024-05-27,0,6
O520844,2023-01-31 06:03:00,C106198,P200155,S3098,1,0.07,Diwali Fest,Same Day,Delivered,5869.53,410.87,5458.66,2762.08,0.0,2696.58,2023-02-01,2023-02-01,0,1
O520845,2023-08-31 10:32:00,C102500,P200361,S3058,1,0.42000000000000004,Republic Day,Express,Delivered,72561.19,30475.7,42085.49,33668.39,0.0,8417.1,2023-09-03,2023-09-02,0,2
O520846,2025-12-14 02:45:00,C105608,P200104,S3045,1,0.0,None,Standard,Cancelled,53046.92,0.0,53046.92,42013.16,0.0,11033.76,2025-12-20,2025-12-19,0,5
O520847,2025-03-31 01:16:00,C109793,P200600,S3063,1,0.07,Diwali Fest,Express,Delivered,6419.87,449.39,5970.48,3612.14,0.0,2358.34,2025-04-03,2025-04-02,0,2
O520848,2023-01-05 14:59:00,C110714,P200352,S3115,1,0.0,None,Standard,Delivered,56698.99,0.0,56698.99,51199.19,0.0,5499.8,2023-01-11,2023-01-11,0,6
O520849,2025-11-25 10:43:00,C106743,P200433,S3083,2,0.32,Republic Day,Same Day,Delivered,102889.96,32924.79,69965.17,58910.67,0.0,11054.5,2025-11-26,2025-11-26,0,1
O520850,2024-08-20 19:02:00,C106198,P200197,S3102,2,0.1,None,Standard,Delivered,1758.38,175.84,1582.54,1009.66,0.0,572.88,2024-08-26,2024-08-26,0,6
O520851,2024-10-31 23:46:00,C106726,P200591,S3075,1,0.15,None,Standard,Delivered,1706.49,255.97,1450.52,1019.72,0.0,430.8,2024-11-06,2024-11-07,1,7
O520852,2023-06-30 14:22:00,C105697,P200600,S3116,1,0.32,Diwali Fest,Standard,Delivered,6419.87,2054.36,4365.51,2641.13,0.0,1724.38,2023-07-06,2023-07-06,0,6
O520853,2025-04-24 02:56:00,C110321,P200600,S3004,1,0.07,Diwali Fest,Express,Delivered,6419.87,449.39,5970.48,3612.14,0.0,2358.34,2025-04-27,2025-04-27,0,3
O520854,2024-10-16 18:37:00,C106175,P200117,S3071,1,0.07,Diwali Fest,Standard,Delivered,6572.66,460.09,6112.57,3905.93,0.0,2206.64,2024-10-22,2024-10-22,0,6
O520855,2023-01-18 09:43:00,C102929,P200148,S3074,1,0.13,Big Billion Days,Same Day,Delivered,35659.09,4635.68,31023.41,25656.36,0.0,5367.05,2023-01-19,2023-01-20,1,2
O520856,2023-09-30 11:56:00,C102982,P200352,S3002,1,0.4,None,Standard,Delivered,56698.99,22679.6,34019.39,30719.51,0.0,3299.88,2023-10-06,2023-10-09,1,9
O520857,2025-01-12 21:19:00,C111924,P200600,S3080,1,0.275,Monsoon Mania,Standard,Delivered,6419.87,1765.46,4654.41,2815.92,0.0,1838.49,2025-01-18,2025-01-19,1,7
O520858,2023-03-20 01:39:00,C106012,P200235,S3017,1,0.18,Big Billion Days,Express,Delivered,74042.44,13327.64,60714.8,51911.15,0.0,8803.65,2023-03-23,2023-03-23,0,3
O520859,2025-11-03 11:45:00,C103630,P200268,S3078,1,0.07,Diwali Fest,Same Day,Delivered,5412.03,378.84,5033.19,2642.42,0.0,2390.77,2025-11-04,2025-11-04,0,1
O520860,2023-12-03 08:37:00,C108329,P200239,S3118,2,0.0,None,Express,Delivered,129599.8,0.0,129599.8,104587.04,0.0,25012.76,2023-12-06,2023-12-05,0,2
O520861,2025-09-16 08:23:00,C108262,P200410,S3020,1,0.33,Big Billion Days,Express,Delivered,62748.54,20707.02,42041.52,36576.12,0.0,5465.4,2025-09-19,2025-09-20,1,4
O520862,2025-06-08 06:28:00,C102056,P200239,S3116,1,0.07,Diwali Fest,Standard,Delivered,64799.9,4535.99,60263.91,48632.98,0.0,11630.93,2025-06-14,2025-06-15,1,7
O520863,2025-10-30 13:56:00,C103770,P200319,S3023,5,0.4,None,Express,Returned,341400.6,136560.24,204840.36,169198.14,187698.18,-11282.33,2025-11-02,2025-11-01,0,2
O520864,2023-08-02 01:20:00,C111553,P200041,S3098,3,0.3,None,Express,Delivered,208150.65,62445.19,145705.46,129969.27,0.0,15736.19,2023-08-05,2023-08-04,0,2
O520865,2024-05-11 17:16:00,C101088,P200518,S3028,1,0.1,None,Express,Delivered,44256.67,4425.67,39831.0,36365.7,0.0,3465.3,2024-05-14,2024-05-15,1,4
O520866,2025-11-01 05:07:00,C107302,P200328,S3059,2,0.1,None,Standard,Delivered,1540.02,154.0,1386.02,1104.66,0.0,281.36,2025-11-07,2025-11-06,0,5
O520867,2025-06-16 12:41:00,C108041,P200528,S3042,2,0.04,Year End,Express,Delivered,4704.1,188.16,4515.94,2673.44,0.0,1842.5,2025-06-19,2025-06-18,0,2
O520868,2024-10-19 13:29:00,C102155,P200600,S3042,1,0.05,None,Standard,Delivered,6419.87,320.99,6098.88,3689.82,0.0,2409.06,2024-10-25,2024-10-25,0,6
O520869,2023-11-23 08:30:00,C101467,P200341,S3031,1,0.0,None,Express,Delivered,623.71,0.0,623.71,440.96,0.0,182.75,2023-11-26,2023-11-26,0,3
O520870,2024-06-19 10:12:00,C102541,P200600,S3108,2,0.32,Republic Day,Standard,Delivered,12839.74,4108.72,8731.02,5282.27,0.0,3448.75,2024-06-25,2024-06-24,0,5
O520871,2025-11-14 19:26:00,C101605,P200517,S3020,1,0.23,Summer Sale,Express,Delivered,2029.99,466.9,1563.09,1281.73,0.0,281.36,2025-11-17,2025-11-16,0,2
O520872,2024-06-27 00:26:00,C110061,P200600,S3021,1,0.18,Big Billion Days,Standard,Delivered,6419.87,1155.58,5264.29,3184.9,0.0,2079.39,2024-07-03,2024-07-03,0,6
O520873,2023-10-08 22:32:00,C111287,P200364,S3112,2,0.05,None,Standard,Delivered,1286.48,64.32,1222.16,977.73,0.0,244.43,2023-10-14,2023-10-14,0,6
O520874,2025-11-27 18:15:00,C108694,P200600,S3037,1,0.33,Big Billion Days,Standard,Delivered,6419.87,2118.56,4301.31,2602.29,0.0,1699.02,2025-12-03,2025-12-02,0,5
O520875,2024-11-29 06:32:00,C109270,P200615,S3002,2,0.22999999999999998,Big Billion Days,Standard,Delivered,121056.58,27843.01,93213.57,74570.86,0.0,18642.71,2024-12-05,2024-12-04,0,5
O520876,2024-11-10 16:54:00,C101173,P200517,S3102,1,0.1,None,Express,Delivered,2029.99,203.0,1826.99,1498.13,0.0,328.86,2024-11-13,2024-11-15,1,5
O520877,2023-03-19 20:33:00,C103210,P200600,S3103,2,0.03,Summer Sale,Express,Delivered,12839.74,385.19,12454.55,7535.0,0.0,4919.55,2023-03-22,2023-03-22,0,3
O520878,2024-05-15 22:04:00,C104830,P200600,S3115,1,0.08,Big Billion Days,Standard,Delivered,6419.87,513.59,5906.28,3573.3,0.0,2332.98,2024-05-21,2024-05-20,0,5
O520879,2025-10-29 09:51:00,C102000,P200262,S3070,2,0.0,None,Standard,Returned,12821.86,0.0,12821.86,9911.3,10793.69,212.14,2025-11-04,2025-11-04,0,6
O520880,2025-06-15 12:13:00,C110714,P200600,S3098,1,0.08,Big Billion Days,Standard,Delivered,6419.87,513.59,5906.28,3573.3,0.0,2332.98,2025-06-21,2025-06-20,0,5
O520881,2025-12-08 19:45:00,C103338,P200451,S3074,1,0.1,None,Same Day,Delivered,56158.76,5615.88,50542.88,40131.05,0.0,10411.83,2025-12-09,2025-12-11,1,3
O520882,2024-09-30 14:34:00,C104710,P200130,S3021,1,0.27,Diwali Fest,Standard,Cancelled,81206.84,21925.85,59280.99,47128.39,0.0,12152.6,2024-10-06,2024-10-05,0,5
O520883,2024-12-30 01:14:00,C100753,P200414,S3008,1,0.25,None,Express,Delivered,6766.9,1691.72,5075.18,3156.76,0.0,1918.42,2025-01-02,2025-01-02,0,3
O520884,2025-05-15 14:22:00,C110537,P200528,S3096,1,0.125,Monsoon Mania,Same Day,Returned,2352.05,294.01,2058.04,1218.36,2044.56,328.54,2025-05-16,2025-05-17,1,2
O520885,2024-10-14 08:56:00,C100439,P200600,S3078,1,0.0,None,Express,Delivered,6419.87,0.0,6419.87,3884.02,0.0,2535.85,2024-10-17,2024-10-16,0,2
O520886,2024-09-25 07:15:00,C108045,P200600,S3026,2,0.225,Monsoon Mania,Express,Delivered,12839.74,2888.94,9950.8,6020.23,0.0,3930.57,2024-09-28,2024-09-27,0,2
O520887,2023-10-25 00:41:00,C108378,P200007,S3023,1,0.05,None,Express,Delivered,83005.95,4150.3,78855.65,67815.86,0.0,11039.79,2023-10-28,2023-10-28,0,3
O520888,2024-10-01 22:27:00,C106004,P200268,S3018,2,0.07,Diwali Fest,Standard,Delivered,10824.06,757.68,10066.38,5284.85,0.0,4781.53,2024-10-07,2024-10-09,1,8
O520889,2023-10-11 19:39:00,C102865,P200460,S3060,1,0.025,Monsoon Mania,Express,Delivered,4473.55,111.84,4361.71,3563.52,0.0,798.19,2023-10-14,2023-10-13,0,2
O520890,2025-05-07 05:48:00,C102759,P200530,S3071,1,0.0,None,Standard,Delivered,55474.09,0.0,55474.09,50425.95,0.0,5048.14,2025-05-13,2025-05-14,1,7
O520891,2024-06-29 03:23:00,C103556,P200538,S3010,2,0.18,Summer Sale,Standard,Delivered,13895.4,2501.17,11394.23,7896.2,0.0,3498.03,2024-07-05,2024-07-05,0,6
O520892,2023-08-18 08:55:00,C105537,P200528,S3035,1,0.32999999999999996,Summer Sale,Same Day,Delivered,2352.05,776.18,1575.87,932.92,0.0,642.95,2023-08-19,2023-08-19,0,1
O520893,2023-08-14 21:23:00,C110605,P200466,S3044,1,0.1,None,Express,Returned,45315.16,4531.52,40783.64,34829.23,39398.91,-3895.32,2023-08-17,2023-08-18,1,4
O520894,2025-09-06 21:11:00,C101525,P200597,S3073,1,0.0,None,Standard,Delivered,30531.62,0.0,30531.62,25646.56,0.0,4885.06,2025-09-12,2025-09-12,0,6
O520895,2025-10-22 07:07:00,C110610,P200457,S3095,1,0.2,None,Standard,Delivered,657.53,131.51,526.02,431.34,0.0,94.68,2025-10-28,2025-10-29,1,7
O520896,2024-12-14 11:21:00,C100596,P200600,S3082,1,0.225,Monsoon Mania,Standard,Delivered,6419.87,1444.47,4975.4,3010.12,0.0,1965.28,2024-12-20,2024-12-22,1,8
O520897,2025-06-20 12:26:00,C102865,P200216,S3115,1,0.025,Monsoon Mania,Express,Delivered,21907.06,547.68,21359.38,19629.27,0.0,1730.11,2025-06-23,2025-06-22,0,2
O520898,2024-10-19 21:20:00,C108354,P200600,S3106,2,0.08,Big Billion Days,Same Day,Delivered,12839.74,1027.18,11812.56,7146.6,0.0,4665.96,2024-10-20,2024-10-20,0,1
O520899,2025-10-23 14:57:00,C104824,P200600,S3091,1,0.0,None,Express,Delivered,6419.87,0.0,6419.87,3884.02,0.0,2535.85,2025-10-26,2025-10-27,1,4
O520900,2025-10-01 03:38:00,C110774,P200600,S3077,1,0.14,Year End,Standard,Delivered,6419.87,898.78,5521.09,3340.26,0.0,2180.83,2025-10-07,2025-10-06,0,5
O520901,2025-10-20 18:54:00,C110208,P200600,S3025,2,0.07,Diwali Fest,Express,Delivered,12839.74,898.78,11940.96,7224.28,0.0,4716.68,2025-10-23,2025-10-22,0,2
O520902,2023-06-29 14:59:00,C103178,P200197,S3060,1,0.0,None,Express,Delivered,879.19,0.0,879.19,560.92,0.0,318.27,2023-07-02,2023-07-01,0,2
O520903,2025-09-30 23:40:00,C105190,P200394,S3110,1,0.12000000000000001,Diwali Fest,Standard,Delivered,6402.62,768.31,5634.31,3386.22,0.0,2248.09,2025-10-06,2025-10-06,0,6
O520904,2025-09-12 19:01:00,C111314,P200462,S3006,4,0.025,Monsoon Mania,Express,Delivered,11644.2,291.1,11353.1,6107.97,0.0,5245.13,2025-09-15,2025-09-15,0,3
O520905,2023-10-09 14:02:00,C108413,P200464,S3007,1,0.0,None,Express,Delivered,12810.27,0.0,12810.27,9889.53,0.0,2920.74,2023-10-12,2023-10-11,0,2
O520906,2024-10-15 18:05:00,C106198,P200600,S3060,1,0.27,Diwali Fest,Standard,Delivered,6419.87,1733.36,4686.51,2835.34,0.0,1851.17,2024-10-21,2024-10-20,0,5
O520907,2024-11-26 03:21:00,C111478,P200364,S3045,3,0.25,None,Express,Delivered,1929.72,482.43,1447.29,1157.83,0.0,289.46,2024-11-29,2024-11-28,0,2
O520908,2025-05-04 07:02:00,C107756,P200117,S3058,1,0.12000000000000001,Republic Day,Standard,Delivered,6572.66,788.72,5783.94,3695.94,0.0,2088.0,2025-05-10,2025-05-11,1,7
O520909,2023-09-12 05:27:00,C111376,P200600,S3061,3,0.0,None,Standard,Delivered,19259.61,0.0,19259.61,11652.06,0.0,7607.55,2023-09-18,2023-09-17,0,5
O520910,2023-09-16 09:31:00,C103228,P200399,S3062,4,0.03,Summer Sale,Express,Delivered,9461.04,283.83,9177.21,8543.98,0.0,633.23,2023-09-19,2023-09-18,0,2
O520911,2024-12-16 00:41:00,C104053,P200350,S3047,1,0.19,Year End,Express,Delivered,6963.17,1323.0,5640.17,3322.06,0.0,2318.11,2024-12-19,2024-12-18,0,2
O520912,2025-06-21 03:25:00,C102061,P200600,S3079,2,0.22999999999999998,Big Billion Days,Standard,Delivered,12839.74,2953.14,9886.6,5981.39,0.0,3905.21,2025-06-27,2025-06-26,0,5
O520913,2025-12-06 10:44:00,C104479,P200429,S3014,1,0.25,None,Express,Delivered,13331.65,3332.91,9998.74,7249.09,0.0,2749.65,2025-12-09,2025-12-09,0,3
O520914,2024-06-10 23:48:00,C102368,P200324,S3094,1,0.32,Republic Day,Express,Delivered,12510.0,4003.2,8506.8,6584.26,0.0,1922.54,2024-06-13,2024-06-13,0,3
O520915,2025-08-17 05:09:00,C111216,P200600,S3007,2,0.2,None,Express,Returned,12839.74,2567.95,10271.79,6214.43,8487.16,1935.57,2025-08-20,2025-08-20,0,3
O520916,2023-11-29 19:34:00,C108590,P200600,S3055,1,0.02,Republic Day,Standard,Delivered,6419.87,128.4,6291.47,3806.34,0.0,2485.13,2023-12-05,2023-12-04,0,5
O520917,2025-02-03 18:45:00,C104753,P200446,S3026,1,0.03,Summer Sale,Express,Delivered,11420.37,342.61,11077.76,6956.83,0.0,4120.93,2025-02-06,2025-02-05,0,2
O520918,2023-06-02 06:27:00,C111379,P200270,S3023,1,0.25,None,Standard,Delivered,5429.7,1357.42,4072.28,2801.73,0.0,1270.55,2023-06-08,2023-06-08,0,6
O520919,2023-08-04 19:15:00,C110061,P200410,S3060,2,0.0,None,Standard,Delivered,125497.08,0.0,125497.08,109182.46,0.0,16314.62,2023-08-10,2023-08-09,0,5
O520920,2024-06-13 15:51:00,C109597,P200464,S3087,1,0.125,Monsoon Mania,Express,Delivered,12810.27,1601.28,11208.99,8653.34,0.0,2555.65,2024-06-16,2024-06-16,0,3
O520921,2025-10-21 17:29:00,C104149,P200600,S3119,1,0.15,None,Standard,Delivered,6419.87,962.98,5456.89,3301.42,0.0,2155.47,2025-10-27,2025-10-28,1,7
O520922,2023-08-05 23:25:00,C100672,P200033,S3091,1,0.02,Republic Day,Standard,Delivered,2685.22,53.7,2631.52,1765.75,0.0,865.77,2023-08-11,2023-08-11,0,6
O520923,2024-05-27 06:25:00,C111687,P200600,S3092,1,0.0,None,Standard,Delivered,6419.87,0.0,6419.87,3884.02,0.0,2535.85,2024-06-02,2024-06-02,0,6
O520924,2024-05-25 00:30:00,C105956,P200600,S3060,1,0.22,Diwali Fest,Standard,Delivered,6419.87,1412.37,5007.5,3029.54,0.0,1977.96,2024-05-31,2024-05-31,0,6
O520925,2025-01-25 07:05:00,C111793,P200018,S3030,3,0.25,None,Standard,Delivered,4689.24,1172.31,3516.93,3080.83,0.0,436.1,2025-01-31,2025-01-30,0,5
O520926,2023-10-16 18:32:00,C105971,P200600,S3028,1,0.175,Monsoon Mania,Standard,Delivered,6419.87,1123.48,5296.39,3204.32,0.0,2092.07,2023-10-22,2023-10-21,0,5
O520927,2023-07-04 05:45:00,C109759,P200133,S3040,1,0.25,None,Express,Delivered,256.12,64.03,192.09,107.38,0.0,84.71,2023-07-07,2023-07-08,1,4
O520928,2025-10-16 15:17:00,C106966,P200472,S3053,1,0.0,None,Standard,Delivered,29127.47,0.0,29127.47,25486.54,0.0,3640.93,2025-10-22,2025-10-21,0,5
O520929,2025-04-01 12:18:00,C103005,P200600,S3111,2,0.1,None,Express,Delivered,12839.74,1283.97,11555.77,6991.24,0.0,4564.53,2025-04-04,2025-04-04,0,3
O520930,2025-11-09 06:32:00,C110327,P200460,S3113,2,0.32,Diwali Fest,Standard,Delivered,8947.1,2863.07,6084.03,4970.65,0.0,1113.38,2025-11-15,2025-11-14,0,5
O520931,2025-03-07 05:30:00,C105879,P200591,S3044,1,0.3,None,Standard,Delivered,1706.49,511.95,1194.54,839.76,0.0,354.78,2025-03-13,2025-03-12,0,5
O520932,2023-11-01 05:40:00,C103340,P200552,S3089,1,0.025,Monsoon Mania,Express,Returned,8526.1,213.15,8312.95,6791.68,6471.02,-96.48,2023-11-04,2023-11-04,0,3
O520933,2025-10-07 10:39:00,C111630,P200600,S3012,1,0.175,Monsoon Mania,Express,Delivered,6419.87,1123.48,5296.39,3204.32,0.0,2092.07,2025-10-10,2025-10-09,0,2
O520934,2025-12-26 10:43:00,C109978,P200399,S3013,1,0.1,None,Express,Returned,2365.26,236.53,2128.73,1981.85,2052.82,-366.32,2025-12-29,2025-12-28,0,2
O520935,2024-08-25 10:41:00,C101310,P200042,S3057,1,0.0,None,Standard,Delivered,1661.01,0.0,1661.01,1288.94,0.0,372.07,2024-08-31,2024-08-31,0,6
O520936,2023-01-22 02:45:00,C106798,P200600,S3030,1,0.2,None,Express,Delivered,6419.87,1283.97,5135.9,3107.22,0.0,2028.68,2023-01-25,2023-01-25,0,3
O520937,2025-10-10 02:34:00,C110651,P200649,S3104,1,0.18,Big Billion Days,Express,Delivered,42774.38,7699.39,35074.99,31602.57,0.0,3472.42,2025-10-13,2025-10-13,0,3
O520938,2024-02-11 19:07:00,C107837,P200015,S3089,1,0.12000000000000001,Republic Day,Standard,Delivered,1194.8,143.38,1051.42,657.14,0.0,394.28,2024-02-17,2024-02-17,0,6
O520939,2025-05-24 07:03:00,C104309,P200041,S3041,1,0.15,None,Standard,Delivered,69383.55,10407.53,58976.02,52606.61,0.0,6369.41,2025-05-30,2025-05-30,0,6
O520940,2024-10-03 03:41:00,C111780,P200041,S3100,1,0.1,None,Express,Delivered,69383.55,6938.36,62445.19,55701.11,0.0,6744.08,2024-10-06,2024-10-05,0,2
O520941,2024-05-31 11:58:00,C104978,P200033,S3014,2,0.0,None,Same Day,Delivered,5370.44,0.0,5370.44,3603.57,0.0,1766.87,2024-06-01,2024-06-01,0,1
O520942,2024-06-11 13:22:00,C103104,P200572,S3014,1,0.15,None,Standard,Delivered,52636.01,7895.4,44740.61,36329.38,0.0,8411.23,2024-06-17,2024-06-17,0,6
O520943,2024-10-11 10:54:00,C101769,P200197,S3061,1,0.05,None,Same Day,Returned,879.19,43.96,835.23,532.88,796.13,103.32,2024-10-12,2024-10-15,1,4
O520944,2024-03-20 16:31:00,C104869,P200600,S3100,2,0.14,Year End,Standard,Delivered,12839.74,1797.56,11042.18,6680.52,0.0,4361.66,2024-03-26,2024-03-25,0,5
O520945,2024-06-06 16:28:00,C107209,P200109,S3074,3,0.0,None,Express,Delivered,125372.58,0.0,125372.58,98793.59,0.0,26578.99,2024-06-09,2024-06-08,0,2
O520946,2024-12-07 02:25:00,C107019,P200050,S3074,1,0.07,Diwali Fest,Same Day,Delivered,1860.64,130.24,1730.4,1136.87,0.0,593.53,2024-12-08,2024-12-08,0,1
O520947,2025-06-03 16:30:00,C111095,P200039,S3053,1,0.23,Summer Sale,Standard,Delivered,30050.07,6911.52,23138.55,18719.09,0.0,4419.46,2025-06-09,2025-06-09,0,6
O520948,2025-09-06 14:37:00,C100399,P200522,S3111,2,0.0,None,Standard,Returned,12493.02,0.0,12493.02,8145.45,12221.74,1292.14,2025-09-12,2025-09-12,0,6
O520949,2024-11-09 19:24:00,C110359,P200631,S3088,1,0.15,None,Standard,Delivered,1929.33,289.4,1639.93,1213.55,0.0,426.38,2024-11-15,2024-11-15,0,6
O520950,2025-01-18 00:22:00,C104500,P200600,S3015,2,0.125,Monsoon Mania,Express,Delivered,12839.74,1604.97,11234.77,6797.04,0.0,4437.73,2025-01-21,2025-01-20,0,2
O520951,2023-04-21 02:01:00,C111777,P200311,S3021,1,0.16999999999999998,Republic Day,Standard,Delivered,666.92,113.38,553.54,477.15,0.0,76.39,2023-04-27,2023-04-26,0,5
